Date,buy MAR,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,45.73
2004-02-13,0,44.53
2004-02-20,0,44.45
2004-02-27,0,44.63
2004-03-05,0,45.42
2004-03-12,0,43.61
2004-03-19,0,41.42
2004-03-26,0,41.73
2004-04-02,0,44.51
2004-04-09,0,
2004-04-16,0,44.79
2004-04-23,0,47.34
2004-04-30,0,47.16
2004-05-07,0,46.69
2004-05-14,0,47.33
2004-05-21,0,48.56
2004-05-28,0,49.33
2004-06-04,0,50.50
2004-06-11,0,
2004-06-18,0,49.93
2004-06-25,0,49.74
2004-07-02,0,49.78
2004-07-09,0,48.94
2004-07-16,0,49.32
2004-07-23,0,48.33
2004-07-30,0,48.80
2004-08-06,0,45.78
2004-08-13,0,45.08
2004-08-20,0,46.74
2004-08-27,0,47.29
2004-09-03,0,48.00
2004-09-10,0,48.30
2004-09-17,0,49.74
2004-09-24,0,49.97
2004-10-01,0,52.74
2004-10-08,0,53.15
2004-10-15,0,53.13
2004-10-22,0,53.90
2004-10-29,0,54.49
2004-11-05,0,58.07
2004-11-12,0,57.61
2004-11-19,0,55.86
2004-11-26,0,57.00
2004-12-03,0,58.29
2004-12-10,0,60.25
2004-12-17,0,63.38
2004-12-24,0,
2004-12-31,0,62.98
2005-01-07,0,62.11
2005-01-14,0,63.33
2005-01-21,0,62.50
2005-01-28,0,63.68
2005-02-04,0,65.55
2005-02-11,0,65.11
2005-02-18,0,63.77
2005-02-25,0,64.13
2005-03-04,0,66.89
2005-03-11,0,66.07
2005-03-18,0,65.24
2005-03-25,0,
2005-04-01,0,65.97
2005-04-08,0,67.46
2005-04-15,0,64.10
2005-04-22,0,63.86
2005-04-29,0,62.75
2005-05-06,0,61.93
2005-05-13,0,60.80
2005-05-20,0,65.00
2005-05-27,0,67.44
2005-06-03,0,69.53
2005-06-10,0,68.61
2005-06-17,0,69.27
2005-06-24,0,67.88
2005-07-01,0,68.69
2005-07-08,0,69.49
2005-07-15,0,67.86
2005-07-22,0,68.58
2005-07-29,0,68.47
2005-08-05,0,68.40
2005-08-12,0,67.79
2005-08-19,0,67.54
2005-08-26,0,65.78
2005-09-02,0,61.32
2005-09-09,0,62.98
2005-09-16,0,61.50
2005-09-23,0,61.85
2005-09-30,0,63.00
2005-10-07,0,63.49
2005-10-14,0,61.35
2005-10-21,0,61.31
2005-10-28,0,59.40
2005-11-04,0,62.05
2005-11-11,0,63.18
2005-11-18,0,63.64
2005-11-25,0,64.68
2005-12-02,0,67.32
2005-12-09,0,67.69
2005-12-16,0,67.72
2005-12-23,0,67.46
2005-12-30,0,66.97
2006-01-06,0,68.53
2006-01-13,0,69.55
2006-01-20,0,66.58
2006-01-27,0,69.05
2006-02-03,0,66.05
2006-02-10,0,69.44
2006-02-17,0,69.28
2006-02-24,0,68.54
2006-03-03,0,68.05
2006-03-10,0,67.93
2006-03-17,0,69.25
2006-03-24,0,68.80
2006-03-31,0,68.60
2006-04-07,0,72.39
2006-04-14,0,
2006-04-21,0,73.37
2006-04-28,0,73.07
2006-05-05,0,75.31
2006-05-12,0,74.91
2006-05-19,0,73.43
2006-05-26,0,73.14
2006-06-02,0,74.08
2006-06-09,0,72.85
2006-06-16,0,35.97
2006-06-23,0,36.28
2006-06-30,0,38.12
2006-07-07,0,37.37
2006-07-14,0,35.25
2006-07-21,0,35.49
2006-07-28,0,35.33
2006-08-04,0,36.00
2006-08-11,0,35.48
2006-08-18,0,37.20
2006-08-25,0,36.00
2006-09-01,0,37.39
2006-09-08,0,37.52
2006-09-15,0,38.67
2006-09-22,0,38.49
2006-09-29,0,38.64
2006-10-06,0,40.35
2006-10-13,0,40.85
2006-10-20,0,41.60
2006-10-27,0,41.50
2006-11-03,0,41.95
2006-11-10,0,43.74
2006-11-17,0,45.26
2006-11-24,0,46.45
2006-12-01,0,45.21
2006-12-08,0,46.39
2006-12-15,0,45.93
2006-12-22,0,46.66
2006-12-29,0,47.72
2007-01-05,0,45.10
2007-01-12,0,47.18
2007-01-19,0,47.08
2007-01-26,0,47.06
2007-02-02,0,48.79
2007-02-09,0,49.09
2007-02-16,0,49.34
2007-02-23,0,49.49
2007-03-02,0,47.55
2007-03-09,0,48.54
2007-03-16,0,47.43
2007-03-23,0,49.61
2007-03-30,0,48.96
2007-04-06,0,
2007-04-13,0,50.14
2007-04-20,0,48.14
2007-04-27,0,46.42
2007-05-04,0,45.56
2007-05-11,0,44.05
2007-05-18,0,45.27
2007-05-25,0,44.09
2007-06-01,0,46.61
2007-06-08,0,45.58
2007-06-15,0,46.60
2007-06-22,0,44.89
2007-06-29,0,43.24
2007-07-06,0,47.11
2007-07-13,0,44.08
2007-07-20,0,44.27
2007-07-27,0,39.90
2007-08-03,0,41.55
2007-08-10,0,42.50
2007-08-17,0,42.33
2007-08-24,0,44.10
2007-08-31,0,44.42
2007-09-07,0,42.41
2007-09-14,0,43.03
2007-09-21,0,44.65
2007-09-28,0,43.47
2007-10-05,77,43.00
2007-10-12,0,41.86
2007-10-19,0,39.92
2007-10-26,0,39.70
2007-11-02,0,39.75
2007-11-09,0,36.04
2007-11-16,77,35.64
2007-11-23,0,35.11
2007-11-30,0,37.50
2007-12-07,0,37.01
2007-12-14,0,31.49
2007-12-21,0,33.88
2007-12-28,0,34.12
2008-01-04,0,31.66
2008-01-11,63,32.86
2008-01-18,73,32.68
2008-01-25,75,33.95
2008-02-01,78,37.32
2008-02-08,80,34.62
2008-02-15,66,35.53
2008-02-22,58,35.23
2008-02-29,58,34.10
2008-03-07,58,33.46
2008-03-14,58,32.90
2008-03-21,66,
2008-03-28,73,34.46
2008-04-04,80,36.04
2008-04-11,59,33.38
2008-04-18,59,33.46
2008-04-25,59,34.92
2008-05-02,59,36.78
2008-05-09,0,35.87
2008-05-16,0,35.82
2008-05-23,0,33.60
2008-05-30,0,32.91
2008-06-06,0,29.93
2008-06-13,0,29.64
2008-06-20,69,27.45
2008-06-27,59,26.69
2008-07-04,59,
2008-07-11,59,23.73
2008-07-18,59,26.33
2008-07-25,59,26.12
2008-08-01,81,26.75
2008-08-08,60,28.27
2008-08-15,60,29.12
2008-08-22,0,27.74
2008-08-29,0,28.21
2008-09-05,0,28.80
2008-09-12,0,28.82
2008-09-19,0,28.17
2008-09-26,0,25.87
2008-10-03,0,23.15
2008-10-10,55,18.76
2008-10-17,53,19.10
2008-10-24,53,18.42
2008-10-31,53,20.87
2008-11-07,53,18.86
2008-11-14,53,15.66
2008-11-21,54,12.92
2008-11-28,55,16.79
2008-12-05,57,15.86
2008-12-12,53,16.61
2008-12-19,58,17.96
2008-12-26,95,18.34
2009-01-02,55,20.06
2009-01-09,55,19.63
2009-01-16,55,17.84
2009-01-23,48,17.19
2009-01-30,48,16.31
2009-02-06,48,16.40
2009-02-13,48,14.94
2009-02-20,48,14.32
2009-02-27,57,14.16
2009-03-06,100,12.63
2009-03-13,56,15.48
2009-03-20,70,15.67
2009-03-27,59,17.05
2009-04-03,78,19.37
2009-04-10,68,
2009-04-17,67,19.70
2009-04-24,47,22.30
2009-05-01,48,22.64
2009-05-08,46,23.92
2009-05-15,46,21.57
2009-05-22,51,21.94
2009-05-29,55,23.36
2009-06-05,41,24.52
2009-06-12,70,24.01
2009-06-19,45,22.15
2009-06-26,41,21.81
2009-07-03,42,
2009-07-10,42,19.57
2009-07-17,43,19.98
2009-07-24,49,21.24
2009-07-31,55,21.54
2009-08-07,44,25.28
2009-08-14,44,23.88
2009-08-21,44,24.69
2009-08-28,44,24.52
2009-09-04,44,23.05
2009-09-11,51,24.60
2009-09-18,50,27.16
2009-09-25,43,26.10
2009-10-02,44,25.61
2009-10-09,45,26.80
2009-10-16,46,27.94
2009-10-23,48,27.20
2009-10-30,36,25.06
2009-11-06,36,26.13
2009-11-13,54,26.96
2009-11-20,41,26.13
2009-11-27,41,25.26
2009-12-04,46,27.17
2009-12-11,54,27.08
2009-12-18,55,28.00
2009-12-25,80,
2010-01-01,55,
2010-01-08,49,28.04
2010-01-15,37,29.30
2010-01-22,60,27.45
2010-01-29,50,26.23
2010-02-05,50,26.20
2010-02-12,33,26.84
2010-02-19,50,27.26
2010-02-26,48,27.11
2010-03-05,75,27.87
2010-03-12,52,28.70
2010-03-19,68,29.06
2010-03-26,59,31.09
2010-04-02,62,
2010-04-09,61,33.10
2010-04-16,55,33.88
2010-04-23,56,37.57
2010-04-30,56,36.76
2010-05-07,60,33.34
2010-05-14,34,34.61
2010-05-21,43,32.94
2010-05-28,44,33.45
2010-06-04,44,32.18
2010-06-11,68,33.32
2010-06-18,92,35.30
2010-06-25,44,32.71
2010-07-02,61,29.55
2010-07-09,58,31.14
2010-07-16,51,30.31
2010-07-23,51,33.14
2010-07-30,73,33.91
2010-08-06,58,35.18
2010-08-13,51,33.48
2010-08-20,51,33.57
2010-08-27,46,32.70
2010-09-03,48,35.35
2010-09-10,60,35.51
2010-09-17,47,35.62
2010-09-24,72,36.22
2010-10-01,43,36.28
2010-10-08,59,36.17
2010-10-15,60,35.60
2010-10-22,53,37.29
2010-10-29,50,37.05
2010-11-05,33,39.55
2010-11-12,49,38.54
2010-11-19,65,39.01
2010-11-26,73,39.39
2010-12-03,58,40.99
2010-12-10,40,41.96
2010-12-17,65,41.65
2010-12-24,63,
2010-12-31,83,41.54
2011-01-07,49,40.81
2011-01-14,51,41.89
2011-01-21,71,39.81
2011-01-28,38,38.60
2011-02-04,50,40.00
2011-02-11,68,41.22
2011-02-18,69,40.92
2011-02-25,63,39.31
2011-03-04,70,38.00
2011-03-11,95,38.15
2011-03-18,76,37.97
2011-03-25,95,37.66
2011-04-01,76,35.41
2011-04-08,42,34.57
2011-04-15,35,34.10
2011-04-22,57,
2011-04-29,26,35.30
2011-05-06,59,36.29
2011-05-13,39,36.50
2011-05-20,53,37.16
2011-05-27,49,37.86
2011-06-03,73,36.25
2011-06-10,38,33.84
2011-06-17,79,33.15
2011-06-24,87,33.96
2011-07-01,84,36.82
2011-07-08,67,37.17
2011-07-15,62,34.94
2011-07-22,58,35.11
2011-07-29,88,32.50
2011-08-05,49,29.50
2011-08-12,67,28.22
2011-08-19,48,26.24
2011-08-26,65,27.52
2011-09-02,64,27.28
2011-09-09,42,26.08
2011-09-16,54,29.20
2011-09-23,47,27.17
2011-09-30,53,27.24
2011-10-07,59,28.17
2011-10-14,44,30.65
2011-10-21,46,30.96
2011-10-28,67,32.78
2011-11-04,60,31.61
2011-11-11,47,31.62
2011-11-18,67,30.92
2011-11-25,78,27.92
2011-12-02,57,30.92
2011-12-09,62,29.92
2011-12-16,54,28.56
2011-12-23,70,29.71
2011-12-30,48,29.17
2012-01-06,33,31.74
2012-01-13,51,33.53
2012-01-20,55,34.84
2012-01-27,64,34.57
2012-02-03,48,36.13
2012-02-10,54,35.72
2012-02-17,56,34.93
2012-02-24,43,34.73
2012-03-02,58,35.75
2012-03-09,77,37.54
2012-03-16,81,38.14
2012-03-23,82,37.72
2012-03-30,66,37.85
2012-04-06,54,
2012-04-13,32,37.31
2012-04-20,53,38.90
2012-04-27,65,39.53
2012-05-04,61,39.28
2012-05-11,49,39.34
2012-05-18,57,36.83
2012-05-25,46,38.64
2012-06-01,69,36.49
2012-06-08,63,37.80
2012-06-15,67,37.98
2012-06-22,69,38.80
2012-06-29,74,39.20
2012-07-06,66,39.40
2012-07-13,51,36.28
2012-07-20,65,36.85
2012-07-27,56,36.89
2012-08-03,73,37.55
2012-08-10,68,36.94
2012-08-17,58,38.05
2012-08-24,72,36.97
2012-08-31,69,37.68
2012-09-07,43,39.36
2012-09-14,40,41.60
2012-09-21,29,40.43
2012-09-28,46,39.10
2012-10-05,37,38.29
2012-10-12,33,38.16
2012-10-19,36,37.53
2012-10-26,50,36.82
2012-11-02,40,36.69
2012-11-09,45,35.54
2012-11-16,48,34.43
2012-11-23,67,35.24
2012-11-30,61,36.29
2012-12-07,50,35.43
2012-12-14,42,36.11
2012-12-21,57,37.40
2012-12-28,60,36.48
2013-01-04,51,39.23
2013-01-11,53,38.88
2013-01-18,49,39.27
2013-01-25,46,39.56
2013-02-01,52,40.29
2013-02-08,52,40.97
2013-02-15,27,41.23
2013-02-22,43,39.49
2013-03-01,61,39.57
2013-03-08,61,40.29
2013-03-15,57,40.35
2013-03-22,55,39.85
2013-03-29,70,
2013-04-05,39,40.66
2013-04-12,44,42.59
2013-04-19,52,41.34
2013-04-26,54,41.57
2013-05-03,47,43.01
2013-05-10,54,43.97
2013-05-17,52,43.73
2013-05-24,40,42.77
2013-05-31,49,42.01
2013-06-07,61,41.66
2013-06-14,55,40.77
2013-06-21,87,38.93
2013-06-28,47,40.37
2013-07-05,57,41.40
2013-07-12,46,41.73
2013-07-19,63,41.62
2013-07-26,45,41.26
2013-08-02,64,42.42
2013-08-09,50,40.94
2013-08-16,49,40.40
2013-08-23,53,41.16
2013-08-30,58,39.99
2013-09-06,46,40.62
2013-09-13,33,42.86
2013-09-20,41,43.17
2013-09-27,40,42.35
2013-10-04,43,42.60
2013-10-11,32,42.30
2013-10-18,32,43.50
2013-10-25,38,44.49
2013-11-01,26,45.71
2013-11-08,45,46.12
2013-11-15,39,47.02
2013-11-22,33,46.92
2013-11-29,51,47.02
2013-12-06,48,46.23
2013-12-13,41,46.57
2013-12-20,64,48.15
2013-12-27,38,48.78
2014-01-03,55,48.65
2014-01-10,50,49.28
2014-01-17,45,50.62
2014-01-24,42,49.76
2014-01-31,46,49.30
2014-02-07,52,49.24
2014-02-14,47,51.52
2014-02-21,44,52.51
2014-02-28,46,54.23
2014-03-07,41,54.79
2014-03-14,68,53.88
2014-03-21,66,55.25
2014-03-28,66,55.44
2014-04-04,54,55.80
2014-04-11,41,55.30
2014-04-18,49,
2014-04-25,41,57.23
2014-05-02,46,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
