Date,buy IR,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,66.39
2004-02-13,0,66.63
2004-02-20,0,66.32
2004-02-27,0,66.48
2004-03-05,0,66.98
2004-03-12,0,64.51
2004-03-19,0,65.60
2004-03-26,0,66.60
2004-04-02,0,69.83
2004-04-09,0,
2004-04-16,0,72.68
2004-04-23,0,69.40
2004-04-30,0,64.55
2004-05-07,0,63.99
2004-05-14,0,63.07
2004-05-21,0,62.12
2004-05-28,0,65.30
2004-06-04,0,66.57
2004-06-11,0,
2004-06-18,0,68.60
2004-06-25,0,68.18
2004-07-02,0,66.34
2004-07-09,0,65.11
2004-07-16,0,66.65
2004-07-23,0,66.29
2004-07-30,0,68.69
2004-08-06,0,63.30
2004-08-13,0,62.20
2004-08-20,0,63.48
2004-08-27,0,66.21
2004-09-03,0,67.30
2004-09-10,0,67.00
2004-09-17,0,66.25
2004-09-24,0,64.82
2004-10-01,0,68.69
2004-10-08,0,68.95
2004-10-15,0,67.81
2004-10-22,0,66.13
2004-10-29,0,68.44
2004-11-05,0,71.89
2004-11-12,0,74.58
2004-11-19,0,73.52
2004-11-26,0,74.99
2004-12-03,0,76.47
2004-12-10,0,76.80
2004-12-17,0,79.85
2004-12-24,0,
2004-12-31,0,80.30
2005-01-07,0,75.25
2005-01-14,0,76.95
2005-01-21,0,73.83
2005-01-28,0,73.82
2005-02-04,0,80.78
2005-02-11,0,81.28
2005-02-18,0,80.80
2005-02-25,0,83.00
2005-03-04,0,87.33
2005-03-11,0,84.25
2005-03-18,0,84.20
2005-03-25,0,
2005-04-01,0,79.72
2005-04-08,0,80.46
2005-04-15,0,76.25
2005-04-22,0,79.78
2005-04-29,0,76.87
2005-05-06,0,78.79
2005-05-13,0,75.96
2005-05-20,0,79.06
2005-05-27,0,78.40
2005-06-03,0,75.47
2005-06-10,0,74.47
2005-06-17,0,74.65
2005-06-24,0,71.60
2005-07-01,0,72.00
2005-07-08,0,73.83
2005-07-15,0,74.78
2005-07-22,0,76.70
2005-07-29,0,78.17
2005-08-05,0,78.44
2005-08-12,0,79.79
2005-08-19,0,79.06
2005-08-26,0,77.33
2005-09-02,0,40.21
2005-09-09,0,41.05
2005-09-16,0,39.58
2005-09-23,0,39.40
2005-09-30,0,38.23
2005-10-07,0,37.51
2005-10-14,0,36.79
2005-10-21,0,36.73
2005-10-28,0,37.51
2005-11-04,0,37.80
2005-11-11,0,39.44
2005-11-18,0,39.76
2005-11-25,0,40.00
2005-12-02,0,40.70
2005-12-09,0,39.96
2005-12-16,0,40.85
2005-12-23,0,41.08
2005-12-30,0,40.37
2006-01-06,0,41.00
2006-01-13,0,40.37
2006-01-20,0,38.69
2006-01-27,0,39.00
2006-02-03,0,39.58
2006-02-10,0,39.07
2006-02-17,0,40.81
2006-02-24,0,42.11
2006-03-03,0,41.45
2006-03-10,0,41.63
2006-03-17,0,43.02
2006-03-24,0,43.45
2006-03-31,0,41.79
2006-04-07,0,42.79
2006-04-14,0,
2006-04-21,0,44.01
2006-04-28,0,43.75
2006-05-05,0,47.02
2006-05-12,0,46.83
2006-05-19,0,44.93
2006-05-26,0,45.53
2006-06-02,0,44.27
2006-06-09,0,40.65
2006-06-16,0,41.25
2006-06-23,0,41.06
2006-06-30,0,42.78
2006-07-07,0,40.60
2006-07-14,0,37.25
2006-07-21,0,36.06
2006-07-28,0,35.86
2006-08-04,0,37.97
2006-08-11,0,36.99
2006-08-18,0,38.94
2006-08-25,0,37.27
2006-09-01,0,38.60
2006-09-08,0,38.35
2006-09-15,0,38.54
2006-09-22,0,36.89
2006-09-29,0,37.98
2006-10-06,0,40.20
2006-10-13,0,40.27
2006-10-20,0,38.10
2006-10-27,0,37.45
2006-11-03,0,36.87
2006-11-10,0,37.46
2006-11-17,0,38.40
2006-11-24,0,39.23
2006-12-01,0,38.30
2006-12-08,0,40.75
2006-12-15,81,39.18
2006-12-22,0,38.44
2006-12-29,0,39.13
2007-01-05,0,39.39
2007-01-12,0,40.69
2007-01-19,0,41.49
2007-01-26,0,41.74
2007-02-02,0,43.84
2007-02-09,0,42.27
2007-02-16,0,44.40
2007-02-23,0,45.20
2007-03-02,84,42.61
2007-03-09,0,42.56
2007-03-16,0,42.96
2007-03-23,0,45.42
2007-03-30,0,43.37
2007-04-06,0,
2007-04-13,0,44.74
2007-04-20,0,45.41
2007-04-27,0,46.05
2007-05-04,0,46.41
2007-05-11,0,46.64
2007-05-18,0,49.03
2007-05-25,0,48.75
2007-06-01,0,51.69
2007-06-08,64,51.15
2007-06-15,63,52.36
2007-06-22,63,55.73
2007-06-29,63,54.82
2007-07-06,0,54.89
2007-07-13,0,55.20
2007-07-20,0,54.67
2007-07-27,0,48.14
2007-08-03,0,50.09
2007-08-10,0,48.44
2007-08-17,0,48.44
2007-08-24,0,52.07
2007-08-31,0,51.93
2007-09-07,0,51.51
2007-09-14,0,52.32
2007-09-21,0,53.80
2007-09-28,78,54.47
2007-10-05,0,55.55
2007-10-12,0,53.08
2007-10-19,0,49.49
2007-10-26,0,50.94
2007-11-02,0,50.55
2007-11-09,0,48.91
2007-11-16,47,48.80
2007-11-23,83,48.70
2007-11-30,57,51.64
2007-12-07,57,51.87
2007-12-14,71,49.18
2007-12-21,71,45.88
2007-12-28,60,46.69
2008-01-04,60,42.61
2008-01-11,60,40.49
2008-01-18,73,37.14
2008-01-25,53,38.75
2008-02-01,86,39.20
2008-02-08,74,37.38
2008-02-15,61,39.31
2008-02-22,61,39.37
2008-02-29,62,41.86
2008-03-07,63,42.87
2008-03-14,63,43.15
2008-03-21,64,
2008-03-28,56,43.82
2008-04-04,50,46.58
2008-04-11,50,43.24
2008-04-18,50,45.90
2008-04-25,51,43.10
2008-05-02,0,44.99
2008-05-09,0,42.52
2008-05-16,0,45.85
2008-05-23,0,42.77
2008-05-30,0,44.04
2008-06-06,0,42.70
2008-06-13,0,39.76
2008-06-20,59,38.94
2008-06-27,55,36.87
2008-07-04,71,
2008-07-11,87,34.73
2008-07-18,61,36.00
2008-07-25,64,36.30
2008-08-01,67,36.92
2008-08-08,69,39.38
2008-08-15,71,40.17
2008-08-22,45,37.96
2008-08-29,47,36.93
2008-09-05,48,35.48
2008-09-12,49,35.95
2008-09-19,45,36.43
2008-09-26,49,32.02
2008-10-03,57,27.38
2008-10-10,64,20.17
2008-10-17,51,20.57
2008-10-24,43,17.07
2008-10-31,45,18.45
2008-11-07,51,17.00
2008-11-14,57,15.11
2008-11-21,49,12.84
2008-11-28,58,15.68
2008-12-05,60,15.44
2008-12-12,54,15.63
2008-12-19,73,16.33
2008-12-26,52,16.66
2009-01-02,74,18.82
2009-01-09,63,20.02
2009-01-16,51,18.00
2009-01-23,46,16.68
2009-01-30,60,16.21
2009-02-06,53,16.44
2009-02-13,49,17.39
2009-02-20,56,15.83
2009-02-27,49,14.18
2009-03-06,51,11.84
2009-03-13,58,13.87
2009-03-20,56,13.91
2009-03-27,61,14.95
2009-04-03,44,16.54
2009-04-10,51,
2009-04-17,42,17.35
2009-04-24,54,21.86
2009-05-01,55,21.90
2009-05-08,68,23.25
2009-05-15,50,20.55
2009-05-22,50,21.15
2009-05-29,50,20.23
2009-06-05,36,22.78
2009-06-12,39,23.06
2009-06-19,55,21.70
2009-06-26,71,21.35
2009-07-03,37,
2009-07-10,39,19.88
2009-07-17,41,21.69
2009-07-24,37,27.48
2009-07-31,37,28.88
2009-08-07,55,28.81
2009-08-14,61,28.91
2009-08-21,44,31.02
2009-08-28,45,31.06
2009-09-04,63,31.24
2009-09-11,40,32.09
2009-09-18,64,32.08
2009-09-25,43,30.81
2009-10-02,42,29.70
2009-10-09,66,32.36
2009-10-16,42,33.69
2009-10-23,35,34.81
2009-10-30,32,31.59
2009-11-06,46,33.84
2009-11-13,60,36.86
2009-11-20,31,36.00
2009-11-27,67,35.24
2009-12-04,54,35.78
2009-12-11,63,35.63
2009-12-18,49,35.62
2009-12-25,47,
2010-01-01,50,
2010-01-08,28,36.61
2010-01-15,56,37.06
2010-01-22,98,35.24
2010-01-29,86,32.46
2010-02-05,50,32.91
2010-02-12,44,31.26
2010-02-19,43,33.36
2010-02-26,36,31.91
2010-03-05,44,33.94
2010-03-12,56,34.81
2010-03-19,41,34.87
2010-03-26,36,34.64
2010-04-02,58,
2010-04-09,54,37.33
2010-04-16,46,37.16
2010-04-23,26,37.10
2010-04-30,55,36.98
2010-05-07,39,35.24
2010-05-14,27,38.75
2010-05-21,45,35.88
2010-05-28,51,37.31
2010-06-04,57,37.23
2010-06-11,29,37.71
2010-06-18,38,39.42
2010-06-25,45,38.00
2010-07-02,43,33.32
2010-07-09,44,34.04
2010-07-16,58,34.37
2010-07-23,46,37.29
2010-07-30,45,37.46
2010-08-06,28,37.59
2010-08-13,40,35.29
2010-08-20,33,35.22
2010-08-27,56,33.85
2010-09-03,52,34.67
2010-09-10,45,34.59
2010-09-17,30,34.89
2010-09-24,39,35.29
2010-10-01,50,35.91
2010-10-08,47,38.65
2010-10-15,54,38.74
2010-10-22,37,39.35
2010-10-29,46,39.31
2010-11-05,48,41.03
2010-11-12,37,42.01
2010-11-19,48,40.91
2010-11-26,56,40.83
2010-12-03,44,42.91
2010-12-10,53,44.41
2010-12-17,55,47.00
2010-12-24,47,
2010-12-31,100,47.09
2011-01-07,77,46.60
2011-01-14,59,46.82
2011-01-21,70,45.62
2011-01-28,62,46.12
2011-02-04,53,47.90
2011-02-11,53,47.49
2011-02-18,51,47.10
2011-02-25,31,45.18
2011-03-04,68,44.87
2011-03-11,52,46.53
2011-03-18,54,46.61
2011-03-25,45,48.18
2011-04-01,51,48.32
2011-04-08,55,47.98
2011-04-15,59,46.78
2011-04-22,43,
2011-04-29,54,50.50
2011-05-06,59,50.08
2011-05-13,41,50.12
2011-05-20,64,49.18
2011-05-27,35,49.53
2011-06-03,52,46.86
2011-06-10,63,44.09
2011-06-17,33,43.65
2011-06-24,53,43.13
2011-07-01,52,47.06
2011-07-08,60,46.02
2011-07-15,57,44.75
2011-07-22,35,40.38
2011-07-29,43,37.42
2011-08-05,48,31.86
2011-08-12,63,30.39
2011-08-19,50,27.56
2011-08-26,68,31.56
2011-09-02,52,32.38
2011-09-09,34,32.27
2011-09-16,32,35.70
2011-09-23,48,31.00
2011-09-30,46,28.09
2011-10-07,42,27.74
2011-10-14,48,30.53
2011-10-21,47,27.94
2011-10-28,48,32.34
2011-11-04,56,32.46
2011-11-11,42,31.41
2011-11-18,45,31.20
2011-11-25,51,29.17
2011-12-02,68,33.23
2011-12-09,51,33.18
2011-12-16,80,30.65
2011-12-23,61,31.24
2011-12-30,53,30.47
2012-01-06,53,32.02
2012-01-13,57,33.94
2012-01-20,65,34.01
2012-01-27,59,35.16
2012-02-03,60,37.52
2012-02-10,63,37.98
2012-02-17,42,40.92
2012-02-24,63,40.48
2012-03-02,57,39.70
2012-03-09,51,39.24
2012-03-16,56,41.08
2012-03-23,49,40.43
2012-03-30,50,41.35
2012-04-06,27,
2012-04-13,49,39.68
2012-04-20,43,40.61
2012-04-27,58,42.61
2012-05-04,56,41.97
2012-05-11,58,43.22
2012-05-18,51,40.15
2012-05-25,36,42.16
2012-06-01,35,39.90
2012-06-08,39,40.79
2012-06-15,52,39.09
2012-06-22,47,40.19
2012-06-29,51,42.18
2012-07-06,63,42.55
2012-07-13,44,40.96
2012-07-20,50,40.25
2012-07-27,40,42.42
2012-08-03,49,42.60
2012-08-10,38,45.08
2012-08-17,45,46.40
2012-08-24,60,46.92
2012-08-31,52,46.76
2012-09-07,48,46.13
2012-09-14,45,46.18
2012-09-21,47,46.91
2012-09-28,44,44.82
2012-10-05,49,45.09
2012-10-12,50,44.31
2012-10-19,54,46.35
2012-10-26,53,46.38
2012-11-02,52,47.02
2012-11-09,51,45.86
2012-11-16,50,45.29
2012-11-23,48,48.23
2012-11-30,63,48.78
2012-12-07,66,48.69
2012-12-14,52,47.60
2012-12-21,62,47.11
2012-12-28,63,46.88
2013-01-04,60,49.77
2013-01-11,53,49.60
2013-01-18,60,50.63
2013-01-25,43,51.47
2013-02-01,65,52.36
2013-02-08,62,53.43
2013-02-15,52,53.03
2013-02-22,51,52.61
2013-03-01,59,51.93
2013-03-08,61,54.31
2013-03-15,50,55.39
2013-03-22,36,55.51
2013-03-29,46,
2013-04-05,47,54.01
2013-04-12,44,56.16
2013-04-19,55,53.90
2013-04-26,42,53.98
2013-05-03,42,54.11
2013-05-10,52,56.39
2013-05-17,54,58.04
2013-05-24,35,57.15
2013-05-31,45,57.53
2013-06-07,44,58.04
2013-06-14,47,56.43
2013-06-21,49,55.04
2013-06-28,48,55.52
2013-07-05,51,57.75
2013-07-12,58,59.09
2013-07-19,50,62.95
2013-07-26,50,61.15
2013-08-02,52,62.51
2013-08-09,43,61.01
2013-08-16,44,60.93
2013-08-23,51,61.48
2013-08-30,52,59.14
2013-09-06,54,61.77
2013-09-13,46,63.56
2013-09-20,59,65.50
2013-09-27,47,65.42
2013-10-04,55,66.09
2013-10-11,52,65.74
2013-10-18,56,66.85
2013-10-25,52,67.85
2013-11-01,47,67.74
2013-11-08,45,67.70
2013-11-15,49,68.53
2013-11-22,67,68.84
2013-11-29,71,71.42
2013-12-06,82,56.69
2013-12-13,59,56.82
2013-12-20,52,60.12
2013-12-27,83,61.17
2014-01-03,67,61.32
2014-01-10,53,62.65
2014-01-17,46,62.32
2014-01-24,44,58.11
2014-01-31,54,58.79
2014-02-07,47,59.76
2014-02-14,59,58.43
2014-02-21,52,59.41
2014-02-28,58,61.14
2014-03-07,57,61.94
2014-03-14,61,56.90
2014-03-21,64,58.86
2014-03-28,50,56.54
2014-04-04,52,56.49
2014-04-11,67,54.39
2014-04-18,51,
2014-04-25,50,58.77
2014-05-02,49,
