Date,Apache Corporation,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,37.23
2004-02-13,0,39.51
2004-02-20,0,38.66
2004-02-27,0,41.17
2004-03-05,0,42.26
2004-03-12,0,41.28
2004-03-19,0,42.11
2004-03-26,0,41.53
2004-04-02,0,41.96
2004-04-09,0,
2004-04-16,0,45.48
2004-04-23,0,42.94
2004-04-30,0,41.87
2004-05-07,0,41.51
2004-05-14,0,41.11
2004-05-21,0,38.97
2004-05-28,0,40.36
2004-06-04,0,41.09
2004-06-11,0,
2004-06-18,0,43.87
2004-06-25,0,43.91
2004-07-02,0,43.73
2004-07-09,0,45.40
2004-07-16,0,46.89
2004-07-23,0,45.57
2004-07-30,0,46.53
2004-08-06,0,42.85
2004-08-13,0,43.54
2004-08-20,0,44.34
2004-08-27,0,44.09
2004-09-03,0,46.22
2004-09-10,0,46.72
2004-09-17,0,47.98
2004-09-24,0,49.53
2004-10-01,0,50.43
2004-10-08,0,52.44
2004-10-15,0,52.17
2004-10-22,0,52.74
2004-10-29,0,50.70
2004-11-05,0,51.16
2004-11-12,0,50.52
2004-11-19,0,51.59
2004-11-26,0,53.69
2004-12-03,0,50.71
2004-12-10,0,49.85
2004-12-17,0,50.45
2004-12-24,0,
2004-12-31,0,50.57
2005-01-07,0,48.19
2005-01-14,0,52.08
2005-01-21,0,51.38
2005-01-28,0,54.17
2005-02-04,0,55.13
2005-02-11,0,57.47
2005-02-18,0,59.40
2005-02-25,0,62.72
2005-03-04,0,65.69
2005-03-11,0,61.50
2005-03-18,0,63.13
2005-03-25,0,
2005-04-01,0,62.74
2005-04-08,0,60.56
2005-04-15,0,55.57
2005-04-22,0,58.90
2005-04-29,0,56.29
2005-05-06,0,56.61
2005-05-13,0,52.80
2005-05-20,0,55.02
2005-05-27,0,59.11
2005-06-03,0,60.03
2005-06-10,0,62.34
2005-06-17,0,66.63
2005-06-24,0,65.65
2005-07-01,0,66.90
2005-07-08,0,69.38
2005-07-15,0,66.82
2005-07-22,0,69.95
2005-07-29,0,68.40
2005-08-05,0,68.43
2005-08-12,0,72.33
2005-08-19,0,68.80
2005-08-26,0,69.84
2005-09-02,0,70.43
2005-09-09,0,71.86
2005-09-16,0,73.42
2005-09-23,0,73.86
2005-09-30,0,75.22
2005-10-07,0,66.56
2005-10-14,0,64.48
2005-10-21,0,60.03
2005-10-28,0,62.97
2005-11-04,0,66.80
2005-11-11,0,64.74
2005-11-18,0,66.04
2005-11-25,0,69.50
2005-12-02,0,68.18
2005-12-09,0,69.80
2005-12-16,0,69.50
2005-12-23,0,70.31
2005-12-30,0,68.52
2006-01-06,0,70.13
2006-01-13,0,71.37
2006-01-20,0,74.09
2006-01-27,0,71.36
2006-02-03,0,73.40
2006-02-10,0,69.29
2006-02-17,0,69.95
2006-02-24,0,69.17
2006-03-03,0,70.01
2006-03-10,0,64.15
2006-03-17,0,66.07
2006-03-24,0,65.62
2006-03-31,0,65.51
2006-04-07,0,67.02
2006-04-14,0,
2006-04-21,0,75.22
2006-04-28,0,71.04
2006-05-05,0,71.75
2006-05-12,0,68.82
2006-05-19,0,64.58
2006-05-26,0,64.63
2006-06-02,0,65.89
2006-06-09,0,61.23
2006-06-16,0,61.24
2006-06-23,0,62.96
2006-06-30,0,68.25
2006-07-07,0,67.83
2006-07-14,0,67.73
2006-07-21,0,62.81
2006-07-28,0,69.42
2006-08-04,0,69.20
2006-08-11,0,69.11
2006-08-18,0,68.01
2006-08-25,0,67.85
2006-09-01,0,66.43
2006-09-08,0,64.76
2006-09-15,0,62.98
2006-09-22,0,60.67
2006-09-29,0,63.20
2006-10-06,0,63.61
2006-10-13,0,64.61
2006-10-20,0,65.94
2006-10-27,0,66.52
2006-11-03,0,65.65
2006-11-10,0,65.19
2006-11-17,0,65.49
2006-11-24,0,65.17
2006-12-01,0,69.55
2006-12-08,0,69.08
2006-12-15,0,68.84
2006-12-22,0,66.68
2006-12-29,0,66.51
2007-01-05,0,65.25
2007-01-12,0,64.29
2007-01-19,0,67.91
2007-01-26,0,69.82
2007-02-02,0,70.71
2007-02-09,0,70.00
2007-02-16,0,68.80
2007-02-23,0,70.47
2007-03-02,0,67.21
2007-03-09,0,68.37
2007-03-16,0,67.31
2007-03-23,0,70.03
2007-03-30,0,70.70
2007-04-06,0,
2007-04-13,0,75.12
2007-04-20,0,75.08
2007-04-27,0,73.53
2007-05-04,0,75.11
2007-05-11,35,73.93
2007-05-18,42,77.79
2007-05-25,49,78.02
2007-06-01,0,81.45
2007-06-08,0,82.41
2007-06-15,0,87.30
2007-06-22,0,84.94
2007-06-29,0,81.59
2007-07-06,0,84.16
2007-07-13,0,86.19
2007-07-20,0,86.53
2007-07-27,42,80.77
2007-08-03,0,78.10
2007-08-10,0,81.48
2007-08-17,0,76.71
2007-08-24,0,76.32
2007-08-31,0,77.38
2007-09-07,0,78.79
2007-09-14,0,83.19
2007-09-21,34,88.80
2007-09-28,40,90.06
2007-10-05,0,90.10
2007-10-12,0,95.00
2007-10-19,0,93.34
2007-10-26,0,97.45
2007-11-02,0,103.82
2007-11-09,0,102.82
2007-11-16,0,99.40
2007-11-23,0,101.60
2007-11-30,0,96.79
2007-12-07,0,99.44
2007-12-14,33,104.89
2007-12-21,0,108.14
2007-12-28,0,108.45
2008-01-04,0,107.39
2008-01-11,0,104.92
2008-01-18,0,95.84
2008-01-25,29,92.58
2008-02-01,29,98.47
2008-02-08,29,100.63
2008-02-15,29,106.19
2008-02-22,29,109.71
2008-02-29,26,114.71
2008-03-07,25,116.22
2008-03-14,25,117.46
2008-03-21,33,
2008-03-28,41,119.05
2008-04-04,28,126.41
2008-04-11,28,131.93
2008-04-18,28,142.51
2008-04-25,30,137.80
2008-05-02,31,128.81
2008-05-09,25,135.67
2008-05-16,25,143.49
2008-05-23,26,139.41
2008-05-30,26,134.06
2008-06-06,27,133.90
2008-06-13,28,138.46
2008-06-20,28,136.93
2008-06-27,28,137.10
2008-07-04,26,
2008-07-11,26,124.59
2008-07-18,26,110.94
2008-07-25,29,109.60
2008-08-01,33,113.74
2008-08-08,0,105.21
2008-08-15,0,106.74
2008-08-22,0,111.57
2008-08-29,0,114.38
2008-09-05,0,111.43
2008-09-12,0,112.39
2008-09-19,0,121.15
2008-09-26,27,109.88
2008-10-03,32,90.48
2008-10-10,31,66.80
2008-10-17,26,73.88
2008-10-24,30,69.70
2008-10-31,21,82.33
2008-11-07,21,76.99
2008-11-14,21,76.04
2008-11-21,21,68.07
2008-11-28,21,77.30
2008-12-05,0,62.61
2008-12-12,0,71.54
2008-12-19,0,74.57
2008-12-26,0,71.32
2009-01-02,0,79.26
2009-01-09,0,80.62
2009-01-16,20,74.49
2009-01-23,20,75.95
2009-01-30,20,75.00
2009-02-06,21,78.74
2009-02-13,21,73.30
2009-02-20,21,63.84
2009-02-27,21,59.09
2009-03-06,21,53.46
2009-03-13,21,60.94
2009-03-20,20,64.86
2009-03-27,20,65.97
2009-04-03,19,68.00
2009-04-10,19,
2009-04-17,19,69.09
2009-04-24,19,69.08
2009-05-01,19,76.97
2009-05-08,30,84.89
2009-05-15,26,76.61
2009-05-22,0,77.83
2009-05-29,0,84.26
2009-06-05,0,82.26
2009-06-12,0,84.20
2009-06-19,0,75.34
2009-06-26,20,72.22
2009-07-03,20,
2009-07-10,20,68.05
2009-07-17,20,75.50
2009-07-24,20,79.75
2009-07-31,25,83.95
2009-08-07,30,87.06
2009-08-14,26,86.91
2009-08-21,20,88.87
2009-08-28,20,87.30
2009-09-04,22,84.03
2009-09-11,24,91.37
2009-09-18,22,94.19
2009-09-25,22,91.98
2009-10-02,18,89.95
2009-10-09,18,99.86
2009-10-16,18,102.75
2009-10-23,18,99.39
2009-10-30,17,94.12
2009-11-06,17,98.87
2009-11-13,17,98.14
2009-11-20,24,96.47
2009-11-27,20,95.75
2009-12-04,20,94.20
2009-12-11,20,94.63
2009-12-18,21,99.86
2009-12-25,20,
2010-01-01,20,
2010-01-08,29,106.59
2010-01-15,15,107.66
2010-01-22,34,102.03
2010-01-29,25,98.77
2010-02-05,18,98.40
2010-02-12,32,99.58
2010-02-19,30,105.01
2010-02-26,23,103.64
2010-03-05,25,107.41
2010-03-12,27,106.85
2010-03-19,30,101.68
2010-03-26,14,98.31
2010-04-02,27,
2010-04-09,26,106.76
2010-04-16,72,105.44
2010-04-23,27,109.87
2010-04-30,22,101.76
2010-05-07,28,93.53
2010-05-14,24,94.28
2010-05-21,26,89.58
2010-05-28,25,89.54
2010-06-04,22,87.57
2010-06-11,38,93.64
2010-06-18,28,97.57
2010-06-25,25,89.92
2010-07-02,28,82.85
2010-07-09,24,87.88
2010-07-16,67,82.75
2010-07-23,100,92.79
2010-07-30,49,95.58
2010-08-06,28,95.95
2010-08-13,43,91.26
2010-08-20,38,90.53
2010-08-27,31,89.97
2010-09-03,54,92.62
2010-09-10,36,93.73
2010-09-17,24,94.48
2010-09-24,33,98.13
2010-10-01,37,98.28
2010-10-08,26,101.53
2010-10-15,29,104.14
2010-10-22,27,101.30
2010-10-29,25,101.02
2010-11-05,34,108.69
2010-11-12,36,109.51
2010-11-19,23,109.11
2010-11-26,17,107.19
2010-12-03,37,115.11
2010-12-10,34,114.92
2010-12-17,32,116.45
2010-12-24,18,
2010-12-31,28,119.23
2011-01-07,38,123.17
2011-01-14,30,125.63
2011-01-21,37,125.60
2011-01-28,37,114.84
2011-02-04,27,116.84
2011-02-11,38,119.73
2011-02-18,28,120.01
2011-02-25,27,123.53
2011-03-04,29,122.62
2011-03-11,23,118.82
2011-03-18,25,120.11
2011-03-25,30,125.94
2011-04-01,25,129.98
2011-04-08,21,130.16
2011-04-15,21,122.40
2011-04-22,25,
2011-04-29,36,133.37
2011-05-06,32,124.21
2011-05-13,21,124.25
2011-05-20,26,123.00
2011-05-27,23,123.25
2011-06-03,24,119.44
2011-06-10,28,117.75
2011-06-17,31,117.16
2011-06-24,32,115.98
2011-07-01,22,123.74
2011-07-08,25,125.13
2011-07-15,28,123.52
2011-07-22,20,128.47
2011-07-29,23,123.72
2011-08-05,22,106.70
2011-08-12,32,103.18
2011-08-19,26,97.03
2011-08-26,25,100.29
2011-09-02,20,98.65
2011-09-09,27,95.12
2011-09-16,36,98.20
2011-09-23,32,82.73
2011-09-30,27,80.24
2011-10-07,27,84.84
2011-10-14,31,91.36
2011-10-21,32,94.73
2011-10-28,27,104.99
2011-11-04,26,100.20
2011-11-11,19,104.71
2011-11-18,18,98.56
2011-11-25,29,86.83
2011-12-02,26,96.47
2011-12-09,27,97.48
2011-12-16,24,88.74
2011-12-23,20,91.17
2011-12-30,25,90.58
2012-01-06,16,97.04
2012-01-13,35,92.84
2012-01-20,28,96.80
2012-01-27,46,98.00
2012-02-03,33,101.15
2012-02-10,31,105.13
2012-02-17,26,109.45
2012-02-24,31,111.57
2012-03-02,30,106.45
2012-03-09,34,107.45
2012-03-16,24,108.98
2012-03-23,36,101.76
2012-03-30,29,100.44
2012-04-06,30,
2012-04-13,31,93.65
2012-04-20,31,91.47
2012-04-27,36,94.91
2012-05-04,27,89.06
2012-05-11,20,87.26
2012-05-18,36,80.52
2012-05-25,31,82.38
2012-06-01,37,79.37
2012-06-08,27,82.97
2012-06-15,36,87.80
2012-06-22,34,82.25
2012-06-29,46,87.89
2012-07-06,24,85.53
2012-07-13,35,83.58
2012-07-20,35,85.08
2012-07-27,33,87.57
2012-08-03,36,84.85
2012-08-10,35,87.86
2012-08-17,41,89.06
2012-08-24,36,87.50
2012-08-31,27,85.75
2012-09-07,24,89.90
2012-09-14,39,92.48
2012-09-21,35,88.59
2012-09-28,28,86.47
2012-10-05,25,85.89
2012-10-12,23,85.33
2012-10-19,26,86.87
2012-10-26,28,82.36
2012-11-02,27,81.22
2012-11-09,26,78.56
2012-11-16,20,75.30
2012-11-23,18,77.14
2012-11-30,18,77.09
2012-12-07,36,76.51
2012-12-14,25,77.02
2012-12-21,29,80.00
2012-12-28,17,77.05
2013-01-04,18,83.20
2013-01-11,29,80.57
2013-01-18,30,81.82
2013-01-25,28,84.15
2013-02-01,27,85.36
2013-02-08,27,84.65
2013-02-15,40,76.85
2013-02-22,31,75.40
2013-03-01,28,73.75
2013-03-08,18,75.65
2013-03-15,34,75.68
2013-03-22,28,74.47
2013-03-29,28,
2013-04-05,25,74.20
2013-04-12,31,75.09
2013-04-19,28,68.84
2013-04-26,28,72.27
2013-05-03,27,75.24
2013-05-10,31,83.33
2013-05-17,29,81.30
2013-05-24,21,81.66
2013-05-31,22,82.13
2013-06-07,28,84.73
2013-06-14,19,84.89
2013-06-21,24,85.04
2013-06-28,26,83.83
2013-07-05,22,82.17
2013-07-12,30,82.41
2013-07-19,43,84.98
2013-07-26,45,82.06
2013-08-02,31,82.00
2013-08-09,30,83.20
2013-08-16,27,78.99
2013-08-23,30,79.80
2013-08-30,34,85.68
2013-09-06,32,86.51
2013-09-13,34,86.81
2013-09-20,30,87.85
2013-09-27,33,86.25
2013-10-04,22,87.00
2013-10-11,35,87.95
2013-10-18,22,91.26
2013-10-25,22,90.45
2013-11-01,29,89.24
2013-11-08,24,89.80
2013-11-15,29,92.50
2013-11-22,31,94.42
2013-11-29,19,91.49
2013-12-06,24,89.02
2013-12-13,29,86.16
2013-12-20,31,86.41
2013-12-27,15,86.68
2014-01-03,21,85.54
2014-01-10,25,86.20
2014-01-17,26,84.31
2014-01-24,22,82.42
2014-01-31,31,80.26
2014-02-07,20,81.40
2014-02-14,36,83.39
2014-02-21,26,84.56
2014-02-28,36,79.29
2014-03-07,28,80.05
2014-03-14,23,79.23
2014-03-21,21,80.71
2014-03-28,30,83.02
2014-04-04,24,85.47
2014-04-11,22,82.09
2014-04-18,25,
2014-04-25,19,87.28
2014-05-02,0,
