Date,buy HON,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,35.90
2004-02-13,0,36.41
2004-02-20,0,35.58
2004-02-27,0,35.05
2004-03-05,0,34.96
2004-03-12,0,33.00
2004-03-19,0,32.64
2004-03-26,0,33.10
2004-04-02,0,34.24
2004-04-09,0,
2004-04-16,0,35.06
2004-04-23,0,34.88
2004-04-30,0,34.58
2004-05-07,0,33.92
2004-05-14,0,33.48
2004-05-21,0,33.31
2004-05-28,0,33.70
2004-06-04,0,33.74
2004-06-11,0,
2004-06-18,0,36.54
2004-06-25,0,36.81
2004-07-02,0,35.88
2004-07-09,0,36.20
2004-07-16,0,36.40
2004-07-23,0,36.26
2004-07-30,0,37.61
2004-08-06,0,34.58
2004-08-13,0,34.80
2004-08-20,0,35.41
2004-08-27,0,36.46
2004-09-03,0,36.38
2004-09-10,0,36.45
2004-09-17,0,36.74
2004-09-24,0,35.34
2004-10-01,0,36.76
2004-10-08,0,35.75
2004-10-15,0,35.00
2004-10-22,0,32.72
2004-10-29,0,33.68
2004-11-05,0,35.95
2004-11-12,0,36.62
2004-11-19,0,35.46
2004-11-26,0,35.72
2004-12-03,0,35.68
2004-12-10,0,35.31
2004-12-17,0,35.36
2004-12-24,0,
2004-12-31,0,35.41
2005-01-07,0,34.21
2005-01-14,0,35.34
2005-01-21,0,34.99
2005-01-28,0,35.69
2005-02-04,0,37.85
2005-02-11,0,39.14
2005-02-18,0,38.09
2005-02-25,0,38.13
2005-03-04,0,38.68
2005-03-11,0,38.52
2005-03-18,0,38.42
2005-03-25,0,
2005-04-01,0,37.00
2005-04-08,0,37.58
2005-04-15,0,35.66
2005-04-22,0,36.05
2005-04-29,0,35.76
2005-05-06,0,36.85
2005-05-13,0,35.93
2005-05-20,0,37.15
2005-05-27,0,36.63
2005-06-03,0,36.34
2005-06-10,0,36.40
2005-06-17,0,38.12
2005-06-24,0,36.70
2005-07-01,0,36.28
2005-07-08,0,36.02
2005-07-15,0,36.57
2005-07-22,0,38.20
2005-07-29,0,39.28
2005-08-05,0,38.48
2005-08-12,0,38.29
2005-08-19,0,38.22
2005-08-26,0,38.02
2005-09-02,0,37.97
2005-09-09,0,38.82
2005-09-16,0,39.29
2005-09-23,0,37.48
2005-09-30,0,37.50
2005-10-07,0,36.55
2005-10-14,0,36.10
2005-10-21,0,33.21
2005-10-28,0,33.60
2005-11-04,0,35.90
2005-11-11,0,36.26
2005-11-18,0,36.38
2005-11-25,0,36.92
2005-12-02,0,36.06
2005-12-09,0,35.71
2005-12-16,0,37.88
2005-12-23,0,37.95
2005-12-30,0,37.25
2006-01-06,0,37.87
2006-01-13,0,37.16
2006-01-20,0,35.84
2006-01-27,0,37.81
2006-02-03,0,39.23
2006-02-10,0,39.63
2006-02-17,0,42.18
2006-02-24,0,41.48
2006-03-03,0,41.72
2006-03-10,0,42.14
2006-03-17,0,42.76
2006-03-24,0,42.45
2006-03-31,0,42.77
2006-04-07,0,42.40
2006-04-14,0,
2006-04-21,0,43.55
2006-04-28,0,42.50
2006-05-05,0,44.12
2006-05-12,0,42.91
2006-05-19,0,41.92
2006-05-26,0,41.09
2006-06-02,0,41.20
2006-06-09,0,38.10
2006-06-16,0,38.98
2006-06-23,0,39.31
2006-06-30,0,40.30
2006-07-07,0,38.96
2006-07-14,0,37.01
2006-07-21,0,36.21
2006-07-28,0,38.26
2006-08-04,0,38.17
2006-08-11,0,37.46
2006-08-18,0,39.45
2006-08-25,0,38.65
2006-09-01,0,38.77
2006-09-08,0,38.28
2006-09-15,0,39.75
2006-09-22,0,40.24
2006-09-29,0,40.90
2006-10-06,0,42.31
2006-10-13,0,42.61
2006-10-20,0,41.70
2006-10-27,0,42.30
2006-11-03,0,41.71
2006-11-10,0,42.54
2006-11-17,0,42.94
2006-11-24,0,42.76
2006-12-01,0,42.81
2006-12-08,0,42.48
2006-12-15,0,43.62
2006-12-22,0,44.63
2006-12-29,0,45.24
2007-01-05,0,44.65
2007-01-12,0,45.56
2007-01-19,0,45.29
2007-01-26,0,44.13
2007-02-02,0,46.16
2007-02-09,0,46.24
2007-02-16,0,47.83
2007-02-23,0,47.69
2007-03-02,0,45.91
2007-03-09,0,47.23
2007-03-16,0,46.94
2007-03-23,0,47.71
2007-03-30,0,46.06
2007-04-06,0,
2007-04-13,0,47.03
2007-04-20,0,51.40
2007-04-27,0,54.89
2007-05-04,0,56.12
2007-05-11,0,57.79
2007-05-18,0,58.70
2007-05-25,0,56.93
2007-06-01,0,58.80
2007-06-08,0,57.38
2007-06-15,0,58.87
2007-06-22,0,55.68
2007-06-29,0,56.28
2007-07-06,0,59.08
2007-07-13,0,60.14
2007-07-20,0,60.96
2007-07-27,0,58.61
2007-08-03,0,58.18
2007-08-10,0,56.01
2007-08-17,0,54.46
2007-08-24,0,55.80
2007-08-31,0,56.15
2007-09-07,0,54.71
2007-09-14,0,56.44
2007-09-21,0,58.69
2007-09-28,0,59.47
2007-10-05,0,59.82
2007-10-12,0,61.71
2007-10-19,0,58.32
2007-10-26,0,59.44
2007-11-02,0,59.35
2007-11-09,0,57.76
2007-11-16,0,55.88
2007-11-23,0,54.67
2007-11-30,0,56.62
2007-12-07,0,58.51
2007-12-14,0,59.98
2007-12-21,0,60.71
2007-12-28,0,61.20
2008-01-04,0,58.28
2008-01-11,0,56.80
2008-01-18,0,55.30
2008-01-25,0,58.25
2008-02-01,0,60.21
2008-02-08,0,57.83
2008-02-15,0,56.04
2008-02-22,0,56.54
2008-02-29,0,57.54
2008-03-07,0,56.56
2008-03-14,0,56.13
2008-03-21,0,
2008-03-28,0,55.85
2008-04-04,0,58.27
2008-04-11,0,56.99
2008-04-18,0,60.99
2008-04-25,0,60.49
2008-05-02,0,60.63
2008-05-09,0,59.59
2008-05-16,0,61.81
2008-05-23,0,58.76
2008-05-30,0,59.62
2008-06-06,0,54.01
2008-06-13,0,56.49
2008-06-20,0,54.20
2008-06-27,0,49.23
2008-07-04,0,
2008-07-11,0,49.31
2008-07-18,0,50.66
2008-07-25,0,50.84
2008-08-01,0,51.00
2008-08-08,0,51.32
2008-08-15,0,50.93
2008-08-22,0,49.80
2008-08-29,0,50.17
2008-09-05,0,47.72
2008-09-12,0,47.55
2008-09-19,0,45.32
2008-09-26,0,44.17
2008-10-03,0,37.84
2008-10-10,0,30.60
2008-10-17,0,29.37
2008-10-24,0,27.16
2008-10-31,0,30.45
2008-11-07,0,29.36
2008-11-14,0,27.35
2008-11-21,0,25.38
2008-11-28,0,27.86
2008-12-05,0,26.54
2008-12-12,0,28.95
2008-12-19,0,32.69
2008-12-26,0,31.97
2009-01-02,0,34.66
2009-01-09,0,34.14
2009-01-16,0,32.94
2009-01-23,0,32.21
2009-01-30,0,32.81
2009-02-06,0,33.44
2009-02-13,0,33.06
2009-02-20,0,28.84
2009-02-27,0,26.83
2009-03-06,0,23.60
2009-03-13,0,26.93
2009-03-20,0,26.95
2009-03-27,0,29.25
2009-04-03,0,30.20
2009-04-10,0,
2009-04-17,0,31.49
2009-04-24,0,31.45
2009-05-01,0,31.63
2009-05-08,0,34.72
2009-05-15,0,31.95
2009-05-22,0,32.10
2009-05-29,0,33.16
2009-06-05,0,35.72
2009-06-12,0,35.41
2009-06-19,0,32.81
2009-06-26,0,31.77
2009-07-03,0,
2009-07-10,0,30.03
2009-07-17,0,32.43
2009-07-24,0,33.99
2009-07-31,0,34.70
2009-08-07,0,36.38
2009-08-14,0,35.87
2009-08-21,0,36.32
2009-08-28,0,37.23
2009-09-04,0,37.15
2009-09-11,0,38.93
2009-09-18,42,40.17
2009-09-25,0,37.81
2009-10-02,0,35.60
2009-10-09,0,37.17
2009-10-16,0,37.79
2009-10-23,0,38.26
2009-10-30,0,35.89
2009-11-06,0,37.70
2009-11-13,0,39.25
2009-11-20,0,38.04
2009-11-27,0,38.48
2009-12-04,35,40.14
2009-12-11,0,40.87
2009-12-18,0,39.15
2009-12-25,0,
2010-01-01,0,
2010-01-08,0,42.12
2010-01-15,0,42.63
2010-01-22,0,39.88
2010-01-29,0,38.64
2010-02-05,0,37.47
2010-02-12,0,37.86
2010-02-19,0,40.22
2010-02-26,0,40.16
2010-03-05,0,41.91
2010-03-12,0,42.93
2010-03-19,0,43.82
2010-03-26,0,44.60
2010-04-02,41,
2010-04-09,43,45.77
2010-04-16,44,45.82
2010-04-23,45,47.72
2010-04-30,46,47.47
2010-05-07,70,43.52
2010-05-14,94,45.48
2010-05-21,50,42.07
2010-05-28,44,42.77
2010-06-04,34,41.07
2010-06-11,34,41.32
2010-06-18,34,42.92
2010-06-25,34,41.60
2010-07-02,54,38.53
2010-07-09,38,41.27
2010-07-16,38,40.19
2010-07-23,42,43.50
2010-07-30,45,42.86
2010-08-06,48,43.77
2010-08-13,38,41.32
2010-08-20,40,40.64
2010-08-27,43,39.65
2010-09-03,50,42.82
2010-09-10,38,42.81
2010-09-17,38,43.82
2010-09-24,0,44.46
2010-10-01,0,44.15
2010-10-08,0,45.75
2010-10-15,0,46.49
2010-10-22,0,47.26
2010-10-29,0,47.11
2010-11-05,0,49.28
2010-11-12,27,47.52
2010-11-19,26,49.78
2010-11-26,26,50.13
2010-12-03,26,51.45
2010-12-10,48,51.98
2010-12-17,40,52.99
2010-12-24,39,
2010-12-31,34,53.16
2011-01-07,30,54.30
2011-01-14,28,55.02
2011-01-21,28,54.49
2011-01-28,33,55.32
2011-02-04,26,57.12
2011-02-11,40,57.98
2011-02-18,0,57.99
2011-02-25,0,57.28
2011-03-04,0,56.51
2011-03-11,0,56.27
2011-03-18,0,55.86
2011-03-25,36,57.39
2011-04-01,54,59.26
2011-04-08,37,58.30
2011-04-15,34,57.75
2011-04-22,34,
2011-04-29,25,61.23
2011-05-06,32,60.95
2011-05-13,49,60.51
2011-05-20,46,58.99
2011-05-27,42,59.19
2011-06-03,35,57.25
2011-06-10,29,55.53
2011-06-17,41,55.85
2011-06-24,24,56.35
2011-07-01,29,60.19
2011-07-08,34,59.54
2011-07-15,30,57.25
2011-07-22,41,56.40
2011-07-29,56,53.10
2011-08-05,100,47.98
2011-08-12,36,46.88
2011-08-19,58,42.19
2011-08-26,56,45.48
2011-09-02,59,45.45
2011-09-09,40,44.72
2011-09-16,38,47.13
2011-09-23,42,42.43
2011-09-30,44,43.91
2011-10-07,29,45.49
2011-10-14,29,49.45
2011-10-21,37,51.28
2011-10-28,30,53.88
2011-11-04,28,53.95
2011-11-11,23,54.79
2011-11-18,25,52.75
2011-11-25,44,49.14
2011-12-02,25,54.13
2011-12-09,37,54.00
2011-12-16,25,53.10
2011-12-23,42,54.98
2011-12-30,25,54.35
2012-01-06,30,55.18
2012-01-13,35,56.70
2012-01-20,45,57.38
2012-01-27,33,58.27
2012-02-03,44,60.74
2012-02-10,44,59.33
2012-02-17,27,60.10
2012-02-24,27,59.27
2012-03-02,43,59.75
2012-03-09,23,59.78
2012-03-16,21,60.37
2012-03-23,37,60.16
2012-03-30,37,61.05
2012-04-06,24,
2012-04-13,30,58.07
2012-04-20,23,59.39
2012-04-27,36,61.29
2012-05-04,27,59.31
2012-05-11,24,58.55
2012-05-18,25,55.23
2012-05-25,25,56.75
2012-06-01,26,53.94
2012-06-08,27,55.99
2012-06-15,28,56.04
2012-06-22,28,55.51
2012-06-29,34,55.84
2012-07-06,40,54.89
2012-07-13,19,54.58
2012-07-20,20,57.74
2012-07-27,21,59.01
2012-08-03,23,58.91
2012-08-10,21,59.01
2012-08-17,21,59.50
2012-08-24,21,58.36
2012-08-31,21,58.45
2012-09-07,22,59.90
2012-09-14,24,61.02
2012-09-21,26,60.52
2012-09-28,21,59.75
2012-10-05,18,61.43
2012-10-12,17,60.20
2012-10-19,22,62.49
2012-10-26,26,61.49
2012-11-02,22,62.43
2012-11-09,20,60.83
2012-11-16,20,59.15
2012-11-23,20,61.26
2012-11-30,20,61.33
2012-12-07,17,61.97
2012-12-14,17,61.55
2012-12-21,31,64.21
2012-12-28,24,62.92
2013-01-04,20,66.33
2013-01-11,27,66.31
2013-01-18,17,67.81
2013-01-25,16,68.33
2013-02-01,16,69.15
2013-02-08,16,70.53
2013-02-15,0,70.11
2013-02-22,0,69.89
2013-03-01,0,70.05
2013-03-08,0,73.70
2013-03-15,0,73.46
2013-03-22,0,75.19
2013-03-29,0,
2013-04-05,17,72.98
2013-04-12,17,74.25
2013-04-19,17,74.18
2013-04-26,18,73.90
2013-05-03,19,75.24
2013-05-10,15,77.74
2013-05-17,15,80.75
2013-05-24,15,79.29
2013-05-31,17,78.46
2013-06-07,15,79.08
2013-06-14,15,78.18
2013-06-21,18,78.25
2013-06-28,20,79.34
2013-07-05,0,80.06
2013-07-12,0,82.37
2013-07-19,0,83.57
2013-07-26,0,82.88
2013-08-02,0,84.68
2013-08-09,30,83.32
2013-08-16,17,81.96
2013-08-23,17,81.40
2013-08-30,17,79.57
2013-09-06,17,81.66
2013-09-13,17,84.05
2013-09-20,17,85.48
2013-09-27,19,83.58
2013-10-04,21,82.24
2013-10-11,23,86.46
2013-10-18,16,84.58
2013-10-25,17,87.50
2013-11-01,17,86.91
2013-11-08,17,87.44
2013-11-15,0,88.62
2013-11-22,0,88.80
2013-11-29,0,88.51
2013-12-06,0,88.32
2013-12-13,0,86.61
2013-12-20,0,89.55
2013-12-27,16,91.14
2014-01-03,17,90.52
2014-01-10,25,90.16
2014-01-17,0,89.95
2014-01-24,0,88.47
2014-01-31,0,91.23
2014-02-07,0,93.16
2014-02-14,0,94.61
2014-02-21,0,93.93
2014-02-28,0,94.44
2014-03-07,16,95.44
2014-03-14,13,92.01
2014-03-21,13,92.99
2014-03-28,13,90.89
2014-04-04,13,93.33
2014-04-11,0,90.40
2014-04-18,0,
2014-04-25,0,92.65
2014-05-02,0,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
