Date,buy KIM,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,47.60
2004-02-13,0,47.00
2004-02-20,0,47.15
2004-02-27,0,46.95
2004-03-05,0,49.28
2004-03-12,0,48.25
2004-03-19,0,49.50
2004-03-26,0,49.23
2004-04-02,0,50.05
2004-04-09,0,
2004-04-16,0,43.03
2004-04-23,0,42.60
2004-04-30,0,42.74
2004-05-07,0,41.29
2004-05-14,0,40.98
2004-05-21,0,42.68
2004-05-28,0,45.95
2004-06-04,0,46.20
2004-06-11,0,
2004-06-18,0,45.20
2004-06-25,0,45.88
2004-07-02,0,46.70
2004-07-09,0,46.35
2004-07-16,0,47.72
2004-07-23,0,46.48
2004-07-30,0,48.10
2004-08-06,0,48.04
2004-08-13,0,46.56
2004-08-20,0,48.96
2004-08-27,0,49.42
2004-09-03,0,50.70
2004-09-10,0,50.48
2004-09-17,0,50.70
2004-09-24,0,50.02
2004-10-01,0,50.98
2004-10-08,0,51.21
2004-10-15,0,52.88
2004-10-22,0,52.95
2004-10-29,0,54.55
2004-11-05,0,53.24
2004-11-12,0,56.29
2004-11-19,0,53.80
2004-11-26,0,56.22
2004-12-03,0,57.75
2004-12-10,0,58.94
2004-12-17,0,57.90
2004-12-24,0,
2004-12-31,0,57.99
2005-01-07,0,55.46
2005-01-14,0,54.60
2005-01-21,0,54.97
2005-01-28,0,52.69
2005-02-04,0,55.40
2005-02-11,0,56.00
2005-02-18,0,56.59
2005-02-25,0,54.00
2005-03-04,0,55.21
2005-03-11,0,53.70
2005-03-18,0,54.04
2005-03-25,0,
2005-04-01,0,52.96
2005-04-08,0,53.08
2005-04-15,0,53.03
2005-04-22,0,53.65
2005-04-29,0,55.39
2005-05-06,0,56.65
2005-05-13,0,56.41
2005-05-20,0,58.45
2005-05-27,0,57.13
2005-06-03,0,57.58
2005-06-10,0,58.55
2005-06-17,0,59.76
2005-06-24,0,58.10
2005-07-01,0,59.38
2005-07-08,0,60.88
2005-07-15,0,60.20
2005-07-22,0,61.42
2005-07-29,0,65.66
2005-08-05,0,63.59
2005-08-12,0,61.80
2005-08-19,0,62.16
2005-08-26,0,30.85
2005-09-02,0,32.05
2005-09-09,0,31.90
2005-09-16,0,32.10
2005-09-23,0,30.74
2005-09-30,0,31.42
2005-10-07,0,29.57
2005-10-14,0,28.94
2005-10-21,0,28.69
2005-10-28,0,29.32
2005-11-04,0,29.27
2005-11-11,0,30.87
2005-11-18,0,30.83
2005-11-25,0,31.52
2005-12-02,0,31.85
2005-12-09,0,31.70
2005-12-16,0,32.68
2005-12-23,0,32.92
2005-12-30,0,32.08
2006-01-06,0,33.91
2006-01-13,0,33.48
2006-01-20,0,34.00
2006-01-27,0,34.85
2006-02-03,0,34.35
2006-02-10,0,33.97
2006-02-17,0,35.60
2006-02-24,0,36.03
2006-03-03,0,36.25
2006-03-10,0,38.18
2006-03-17,0,39.58
2006-03-24,0,38.66
2006-03-31,0,40.64
2006-04-07,0,37.66
2006-04-14,0,
2006-04-21,0,37.11
2006-04-28,0,37.13
2006-05-05,0,37.00
2006-05-12,0,36.11
2006-05-19,0,34.85
2006-05-26,0,36.37
2006-06-02,0,37.42
2006-06-09,0,37.22
2006-06-16,0,36.04
2006-06-23,0,35.26
2006-06-30,0,36.49
2006-07-07,0,36.87
2006-07-14,0,36.54
2006-07-21,0,37.55
2006-07-28,0,39.40
2006-08-04,0,40.00
2006-08-11,0,38.75
2006-08-18,0,40.29
2006-08-25,0,40.52
2006-09-01,0,41.26
2006-09-08,0,41.42
2006-09-15,0,42.10
2006-09-22,0,41.05
2006-09-29,0,42.87
2006-10-06,0,43.59
2006-10-13,0,45.24
2006-10-20,21,44.44
2006-10-27,21,44.24
2006-11-03,21,42.94
2006-11-10,21,42.83
2006-11-17,21,44.15
2006-11-24,21,46.36
2006-12-01,21,46.19
2006-12-08,22,46.10
2006-12-15,20,46.01
2006-12-22,0,44.35
2006-12-29,0,44.95
2007-01-05,0,44.08
2007-01-12,0,46.94
2007-01-19,0,48.26
2007-01-26,0,48.92
2007-02-02,0,50.47
2007-02-09,0,51.88
2007-02-16,0,52.39
2007-02-23,24,52.09
2007-03-02,23,48.93
2007-03-09,23,49.55
2007-03-16,19,48.49
2007-03-23,23,50.42
2007-03-30,17,48.74
2007-04-06,18,
2007-04-13,19,48.45
2007-04-20,20,48.83
2007-04-27,20,49.11
2007-05-04,21,48.28
2007-05-11,22,47.94
2007-05-18,22,43.77
2007-05-25,19,43.23
2007-06-01,19,46.35
2007-06-08,16,44.28
2007-06-15,17,42.56
2007-06-22,20,39.17
2007-06-29,23,38.07
2007-07-06,18,39.43
2007-07-13,18,40.11
2007-07-20,19,38.95
2007-07-27,20,36.60
2007-08-03,20,37.70
2007-08-10,21,39.68
2007-08-17,16,40.03
2007-08-24,16,41.84
2007-08-31,17,42.82
2007-09-07,23,40.62
2007-09-14,14,43.50
2007-09-21,16,45.76
2007-09-28,21,45.21
2007-10-05,19,47.63
2007-10-12,19,45.70
2007-10-19,24,41.05
2007-10-26,14,42.09
2007-11-02,26,38.82
2007-11-09,29,37.90
2007-11-16,33,37.84
2007-11-23,34,37.82
2007-11-30,24,39.49
2007-12-07,32,40.53
2007-12-14,19,37.31
2007-12-21,24,37.53
2007-12-28,24,36.03
2008-01-04,26,33.77
2008-01-11,30,32.58
2008-01-18,18,30.70
2008-01-25,17,34.84
2008-02-01,17,37.37
2008-02-08,13,34.15
2008-02-15,20,34.05
2008-02-22,13,33.90
2008-02-29,22,33.77
2008-03-07,18,34.05
2008-03-14,18,33.65
2008-03-21,17,
2008-03-28,17,38.76
2008-04-04,27,40.80
2008-04-11,25,37.99
2008-04-18,38,40.57
2008-04-25,16,42.09
2008-05-02,19,41.24
2008-05-09,24,39.49
2008-05-16,26,40.87
2008-05-23,15,38.77
2008-05-30,21,39.35
2008-06-06,23,37.89
2008-06-13,17,37.79
2008-06-20,29,36.37
2008-06-27,18,34.77
2008-07-04,12,
2008-07-11,13,32.62
2008-07-18,14,34.24
2008-07-25,25,34.69
2008-08-01,18,34.95
2008-08-08,23,36.57
2008-08-15,31,37.06
2008-08-22,20,36.44
2008-08-29,28,37.14
2008-09-05,24,37.81
2008-09-12,17,38.87
2008-09-19,19,42.95
2008-09-26,30,38.38
2008-10-03,34,31.36
2008-10-10,31,29.78
2008-10-17,17,24.63
2008-10-24,17,18.50
2008-10-31,16,22.58
2008-11-07,15,21.01
2008-11-14,22,17.25
2008-11-21,27,11.28
2008-11-28,30,14.15
2008-12-05,28,16.28
2008-12-12,24,15.99
2008-12-19,19,18.85
2008-12-26,27,18.50
2009-01-02,29,18.20
2009-01-09,20,17.90
2009-01-16,22,17.07
2009-01-23,14,15.61
2009-01-30,29,14.38
2009-02-06,25,13.38
2009-02-13,21,10.40
2009-02-20,21,10.01
2009-02-27,25,8.85
2009-03-06,20,7.01
2009-03-13,24,9.18
2009-03-20,27,7.30
2009-03-27,18,7.65
2009-04-03,23,9.40
2009-04-10,19,
2009-04-17,23,11.08
2009-04-24,15,11.67
2009-05-01,33,11.15
2009-05-08,30,12.09
2009-05-15,23,10.06
2009-05-22,36,11.00
2009-05-29,25,11.69
2009-06-05,36,12.40
2009-06-12,21,11.35
2009-06-19,23,10.17
2009-06-26,26,9.97
2009-07-03,23,
2009-07-10,27,8.61
2009-07-17,19,8.22
2009-07-24,18,9.16
2009-07-31,27,9.84
2009-08-07,20,12.03
2009-08-14,29,11.16
2009-08-21,34,12.05
2009-08-28,30,12.69
2009-09-04,17,11.69
2009-09-11,27,13.04
2009-09-18,33,14.94
2009-09-25,19,13.02
2009-10-02,27,11.73
2009-10-09,32,12.70
2009-10-16,24,13.16
2009-10-23,26,13.66
2009-10-30,28,12.64
2009-11-06,29,11.95
2009-11-13,30,12.45
2009-11-20,35,12.40
2009-11-27,30,11.85
2009-12-04,35,13.59
2009-12-11,26,12.50
2009-12-18,36,12.83
2009-12-25,37,
2010-01-01,47,
2010-01-08,30,13.93
2010-01-15,29,13.62
2010-01-22,36,13.04
2010-01-29,34,12.62
2010-02-05,30,12.97
2010-02-12,41,12.82
2010-02-19,31,13.71
2010-02-26,42,13.89
2010-03-05,28,14.61
2010-03-12,25,15.12
2010-03-19,27,15.57
2010-03-26,29,16.10
2010-04-02,38,
2010-04-09,33,16.40
2010-04-16,31,15.13
2010-04-23,37,15.75
2010-04-30,33,15.59
2010-05-07,27,15.01
2010-05-14,31,15.73
2010-05-21,32,14.28
2010-05-28,26,14.30
2010-06-04,29,13.31
2010-06-11,34,14.54
2010-06-18,37,15.17
2010-06-25,34,14.69
2010-07-02,26,13.03
2010-07-09,25,13.60
2010-07-16,35,13.37
2010-07-23,28,14.73
2010-07-30,31,15.07
2010-08-06,33,15.06
2010-08-13,34,14.58
2010-08-20,39,14.38
2010-08-27,40,14.95
2010-09-03,33,15.85
2010-09-10,44,15.55
2010-09-17,41,16.14
2010-09-24,44,16.65
2010-10-01,42,15.79
2010-10-08,31,16.82
2010-10-15,37,17.03
2010-10-22,40,17.33
2010-10-29,51,17.21
2010-11-05,38,18.08
2010-11-12,38,16.94
2010-11-19,43,16.37
2010-11-26,45,16.62
2010-12-03,48,17.28
2010-12-10,52,17.15
2010-12-17,40,16.91
2010-12-24,48,
2010-12-31,46,18.04
2011-01-07,45,18.07
2011-01-14,44,18.08
2011-01-21,39,17.71
2011-01-28,37,17.83
2011-02-04,54,18.38
2011-02-11,56,18.56
2011-02-18,45,18.79
2011-02-25,48,18.88
2011-03-04,40,18.19
2011-03-11,39,18.05
2011-03-18,33,17.68
2011-03-25,34,17.75
2011-04-01,36,17.91
2011-04-08,35,17.54
2011-04-15,34,18.05
2011-04-22,35,
2011-04-29,27,19.54
2011-05-06,30,19.07
2011-05-13,32,18.98
2011-05-20,38,18.98
2011-05-27,45,19.16
2011-06-03,44,18.68
2011-06-10,28,17.23
2011-06-17,30,17.73
2011-06-24,36,18.08
2011-07-01,35,18.73
2011-07-08,34,19.50
2011-07-15,35,19.35
2011-07-22,35,20.30
2011-07-29,32,19.03
2011-08-05,33,16.09
2011-08-12,40,16.86
2011-08-19,40,16.20
2011-08-26,78,16.63
2011-09-02,49,16.63
2011-09-09,51,16.19
2011-09-16,37,16.93
2011-09-23,44,15.22
2011-09-30,42,15.03
2011-10-07,41,14.58
2011-10-14,47,15.49
2011-10-21,50,16.32
2011-10-28,44,17.90
2011-11-04,90,17.32
2011-11-11,56,16.30
2011-11-18,54,15.76
2011-11-25,50,14.72
2011-12-02,52,15.59
2011-12-09,46,16.04
2011-12-16,47,16.13
2011-12-23,100,16.90
2011-12-30,54,16.24
2012-01-06,49,16.45
2012-01-13,46,17.22
2012-01-20,41,18.12
2012-01-27,47,18.36
2012-02-03,35,18.89
2012-02-10,41,18.39
2012-02-17,44,18.77
2012-02-24,40,18.70
2012-03-02,41,18.77
2012-03-09,37,18.17
2012-03-16,34,19.61
2012-03-23,39,19.20
2012-03-30,30,19.26
2012-04-06,31,
2012-04-13,29,18.11
2012-04-20,38,18.80
2012-04-27,36,19.35
2012-05-04,34,19.49
2012-05-11,31,19.61
2012-05-18,43,17.79
2012-05-25,40,18.09
2012-06-01,35,17.45
2012-06-08,39,18.45
2012-06-15,56,18.63
2012-06-22,43,18.44
2012-06-29,41,19.03
2012-07-06,38,19.25
2012-07-13,40,19.28
2012-07-20,46,19.05
2012-07-27,39,19.28
2012-08-03,40,19.94
2012-08-10,35,19.56
2012-08-17,38,20.31
2012-08-24,36,20.32
2012-08-31,38,20.32
2012-09-07,40,20.48
2012-09-14,37,21.03
2012-09-21,40,20.63
2012-09-28,32,20.27
2012-10-05,31,20.25
2012-10-12,30,20.27
2012-10-19,40,20.58
2012-10-26,39,19.63
2012-11-02,34,19.59
2012-11-09,27,18.94
2012-11-16,34,18.56
2012-11-23,40,19.17
2012-11-30,43,19.26
2012-12-07,38,19.60
2012-12-14,44,19.29
2012-12-21,30,19.45
2012-12-28,37,19.05
2013-01-04,77,19.80
2013-01-11,52,19.80
2013-01-18,40,19.87
2013-01-25,43,20.70
2013-02-01,36,21.05
2013-02-08,29,21.55
2013-02-15,31,21.71
2013-02-22,34,21.71
2013-03-01,34,21.80
2013-03-08,36,22.07
2013-03-15,39,22.07
2013-03-22,30,22.31
2013-03-29,47,
2013-04-05,47,22.60
2013-04-12,41,23.24
2013-04-19,43,22.89
2013-04-26,29,23.10
2013-05-03,38,24.56
2013-05-10,39,24.97
2013-05-17,29,24.22
2013-05-24,30,23.15
2013-05-31,33,22.15
2013-06-07,35,22.13
2013-06-14,43,22.01
2013-06-21,86,20.84
2013-06-28,47,21.43
2013-07-05,39,21.38
2013-07-12,38,22.34
2013-07-19,37,22.97
2013-07-26,36,22.71
2013-08-02,38,22.50
2013-08-09,35,22.13
2013-08-16,33,20.50
2013-08-23,38,20.57
2013-08-30,30,20.03
2013-09-06,35,20.10
2013-09-13,32,20.25
2013-09-20,24,20.63
2013-09-27,33,20.37
2013-10-04,31,19.58
2013-10-11,32,20.39
2013-10-18,46,20.86
2013-10-25,52,21.61
2013-11-01,34,21.56
2013-11-08,30,21.00
2013-11-15,36,21.18
2013-11-22,43,20.91
2013-11-29,47,20.62
2013-12-06,37,20.98
2013-12-13,34,20.02
2013-12-20,46,20.21
2013-12-27,39,20.13
2014-01-03,36,19.94
2014-01-10,38,20.56
2014-01-17,26,20.76
2014-01-24,35,20.69
2014-01-31,27,20.91
2014-02-07,32,20.93
2014-02-14,29,21.68
2014-02-21,39,21.79
2014-02-28,30,22.26
2014-03-07,35,22.05
2014-03-14,28,21.88
2014-03-21,33,21.85
2014-03-28,32,21.84
2014-04-04,30,21.88
2014-04-11,36,21.75
2014-04-18,27,
2014-04-25,29,22.54
2014-05-02,27,
