Date,Keurig Green Mountain,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,20.39
2004-02-13,0,20.28
2004-02-20,0,20.08
2004-02-27,0,20.08
2004-03-05,0,20.49
2004-03-12,0,21.17
2004-03-19,0,19.95
2004-03-26,0,19.91
2004-04-02,0,20.57
2004-04-09,0,
2004-04-16,0,20.94
2004-04-23,0,21.50
2004-04-30,0,21.35
2004-05-07,0,19.40
2004-05-14,0,19.24
2004-05-21,0,19.20
2004-05-28,0,20.11
2004-06-04,0,19.61
2004-06-11,0,
2004-06-18,0,18.20
2004-06-25,0,18.38
2004-07-02,0,18.57
2004-07-09,0,18.33
2004-07-16,0,18.45
2004-07-23,0,18.32
2004-07-30,0,18.46
2004-08-06,0,19.72
2004-08-13,0,20.00
2004-08-20,0,19.93
2004-08-27,0,20.46
2004-09-03,0,20.49
2004-09-10,0,20.40
2004-09-17,0,20.21
2004-09-24,0,19.76
2004-10-01,0,22.24
2004-10-08,0,23.83
2004-10-15,0,24.37
2004-10-22,0,25.49
2004-10-29,0,25.08
2004-11-05,0,23.69
2004-11-12,0,24.25
2004-11-19,0,23.95
2004-11-26,0,23.87
2004-12-03,0,24.40
2004-12-10,0,23.98
2004-12-17,0,23.98
2004-12-24,0,
2004-12-31,0,25.10
2005-01-07,0,25.20
2005-01-14,0,25.44
2005-01-21,0,24.50
2005-01-28,0,24.95
2005-02-04,0,25.67
2005-02-11,0,25.11
2005-02-18,0,25.53
2005-02-25,0,25.90
2005-03-04,0,25.76
2005-03-11,0,24.37
2005-03-18,0,23.92
2005-03-25,0,
2005-04-01,0,24.00
2005-04-08,0,24.71
2005-04-15,0,25.20
2005-04-22,0,25.89
2005-04-29,0,25.84
2005-05-06,0,28.00
2005-05-13,0,29.68
2005-05-20,0,32.43
2005-05-27,0,33.29
2005-06-03,0,33.42
2005-06-10,0,32.77
2005-06-17,0,34.25
2005-06-24,0,32.71
2005-07-01,0,32.90
2005-07-08,0,32.49
2005-07-15,0,35.28
2005-07-22,0,35.02
2005-07-29,0,35.17
2005-08-05,0,34.26
2005-08-12,0,37.50
2005-08-19,0,37.66
2005-08-26,0,39.00
2005-09-02,0,37.21
2005-09-09,0,37.75
2005-09-16,0,35.72
2005-09-23,0,34.16
2005-09-30,0,34.78
2005-10-07,0,34.81
2005-10-14,0,35.28
2005-10-21,0,38.47
2005-10-28,0,42.12
2005-11-04,0,42.60
2005-11-11,0,40.18
2005-11-18,0,39.30
2005-11-25,0,39.82
2005-12-02,0,41.46
2005-12-09,0,40.93
2005-12-16,0,41.01
2005-12-23,0,41.05
2005-12-30,0,40.60
2006-01-06,0,39.25
2006-01-13,0,39.94
2006-01-20,0,40.43
2006-01-27,0,40.69
2006-02-03,0,39.65
2006-02-10,0,38.25
2006-02-17,0,39.72
2006-02-24,0,40.88
2006-03-03,0,40.30
2006-03-10,0,39.85
2006-03-17,0,40.02
2006-03-24,0,39.83
2006-03-31,0,39.72
2006-04-07,0,37.80
2006-04-14,0,
2006-04-21,0,38.25
2006-04-28,0,39.80
2006-05-05,0,43.50
2006-05-12,0,42.34
2006-05-19,0,42.52
2006-05-26,0,40.76
2006-06-02,0,40.06
2006-06-09,0,39.70
2006-06-16,0,36.94
2006-06-23,0,36.90
2006-06-30,0,40.17
2006-07-07,0,38.37
2006-07-14,0,35.24
2006-07-21,0,38.66
2006-07-28,0,38.72
2006-08-04,0,39.33
2006-08-11,0,36.41
2006-08-18,0,37.89
2006-08-25,0,35.95
2006-09-01,0,37.97
2006-09-08,0,37.61
2006-09-15,0,36.52
2006-09-22,0,37.05
2006-09-29,0,36.80
2006-10-06,0,38.04
2006-10-13,0,38.56
2006-10-20,0,40.50
2006-10-27,0,39.42
2006-11-03,0,38.47
2006-11-10,0,41.18
2006-11-17,0,44.70
2006-11-24,0,46.89
2006-12-01,0,49.84
2006-12-08,0,51.80
2006-12-15,0,49.40
2006-12-22,0,47.04
2006-12-29,0,49.23
2007-01-05,0,50.42
2007-01-12,0,50.61
2007-01-19,0,54.50
2007-01-26,0,56.62
2007-02-02,0,64.25
2007-02-09,0,62.06
2007-02-16,0,61.79
2007-02-23,0,60.74
2007-03-02,0,56.05
2007-03-09,0,58.29
2007-03-16,0,56.84
2007-03-23,0,60.50
2007-03-30,0,63.05
2007-04-06,0,
2007-04-13,0,62.70
2007-04-20,0,64.74
2007-04-27,0,62.04
2007-05-04,0,70.70
2007-05-11,0,70.82
2007-05-18,0,68.80
2007-05-25,0,66.99
2007-06-01,0,68.60
2007-06-08,0,70.89
2007-06-15,0,76.48
2007-06-22,0,80.00
2007-06-29,0,78.74
2007-07-06,0,92.04
2007-07-13,0,91.10
2007-07-20,0,88.80
2007-07-27,0,85.05
2007-08-03,0,28.02
2007-08-10,0,33.90
2007-08-17,0,36.21
2007-08-24,0,35.40
2007-08-31,0,34.07
2007-09-07,0,30.89
2007-09-14,0,31.30
2007-09-21,0,33.57
2007-09-28,0,33.19
2007-10-05,0,38.55
2007-10-12,0,38.40
2007-10-19,0,39.60
2007-10-26,0,38.55
2007-11-02,0,34.33
2007-11-09,0,30.63
2007-11-16,0,31.47
2007-11-23,0,30.93
2007-11-30,0,32.62
2007-12-07,70,33.30
2007-12-14,53,37.44
2007-12-21,53,41.48
2007-12-28,0,40.80
2008-01-04,0,39.64
2008-01-11,0,40.70
2008-01-18,0,39.43
2008-01-25,0,34.06
2008-02-01,0,38.66
2008-02-08,0,36.42
2008-02-15,0,35.17
2008-02-22,0,33.85
2008-02-29,45,30.51
2008-03-07,46,26.23
2008-03-14,47,26.17
2008-03-21,48,
2008-03-28,0,31.02
2008-04-04,0,32.55
2008-04-11,0,32.99
2008-04-18,0,35.04
2008-04-25,0,32.14
2008-05-02,0,38.68
2008-05-09,0,36.94
2008-05-16,0,39.85
2008-05-23,0,39.90
2008-05-30,0,43.16
2008-06-06,0,41.96
2008-06-13,0,43.51
2008-06-20,0,42.96
2008-06-27,0,39.51
2008-07-04,0,
2008-07-11,0,36.89
2008-07-18,0,37.02
2008-07-25,0,39.12
2008-08-01,0,34.00
2008-08-08,0,35.27
2008-08-15,0,37.93
2008-08-22,0,34.59
2008-08-29,0,36.49
2008-09-05,0,34.31
2008-09-12,0,32.47
2008-09-19,0,40.25
2008-09-26,0,38.80
2008-10-03,0,36.37
2008-10-10,0,32.75
2008-10-17,0,29.06
2008-10-24,0,24.51
2008-10-31,34,28.99
2008-11-07,41,26.30
2008-11-14,47,29.25
2008-11-21,54,32.73
2008-11-28,47,36.30
2008-12-05,47,36.00
2008-12-12,58,35.37
2008-12-19,65,35.62
2008-12-26,62,38.33
2009-01-02,73,39.09
2009-01-09,45,34.74
2009-01-16,45,37.10
2009-01-23,63,39.80
2009-01-30,31,38.26
2009-02-06,31,41.50
2009-02-13,31,41.40
2009-02-20,37,40.01
2009-02-27,50,37.35
2009-03-06,37,39.35
2009-03-13,36,41.40
2009-03-20,36,45.27
2009-03-27,36,47.15
2009-04-03,40,50.20
2009-04-10,0,
2009-04-17,0,52.67
2009-04-24,0,53.28
2009-05-01,0,72.00
2009-05-08,0,80.50
2009-05-15,0,77.82
2009-05-22,0,79.78
2009-05-29,0,83.24
2009-06-05,0,91.42
2009-06-12,32,60.43
2009-06-19,35,56.53
2009-06-26,37,56.08
2009-07-03,0,
2009-07-10,0,56.42
2009-07-17,0,60.15
2009-07-24,0,68.64
2009-07-31,0,70.44
2009-08-07,36,69.90
2009-08-14,0,63.37
2009-08-21,0,58.34
2009-08-28,0,60.37
2009-09-04,0,58.60
2009-09-11,0,62.46
2009-09-18,27,68.89
2009-09-25,32,68.93
2009-10-02,37,69.56
2009-10-09,32,73.43
2009-10-16,32,73.35
2009-10-23,36,74.64
2009-10-30,37,66.55
2009-11-06,38,67.61
2009-11-13,45,68.46
2009-11-20,55,65.01
2009-11-27,36,62.95
2009-12-04,68,61.19
2009-12-11,61,65.47
2009-12-18,51,69.25
2009-12-25,62,
2010-01-01,83,
2010-01-08,71,81.85
2010-01-15,79,80.41
2010-01-22,47,81.16
2010-01-29,55,84.82
2010-02-05,49,82.60
2010-02-12,28,83.71
2010-02-19,31,83.41
2010-02-26,36,84.39
2010-03-05,39,87.74
2010-03-12,36,92.65
2010-03-19,37,93.90
2010-03-26,32,93.13
2010-04-02,34,
2010-04-09,23,96.57
2010-04-16,23,94.35
2010-04-23,23,87.30
2010-04-30,23,72.76
2010-05-07,26,71.45
2010-05-14,31,75.85
2010-05-21,35,23.32
2010-05-28,36,23.65
2010-06-04,36,23.47
2010-06-11,26,23.81
2010-06-18,26,27.30
2010-06-25,26,27.21
2010-07-02,0,26.01
2010-07-09,0,27.15
2010-07-16,0,27.83
2010-07-23,0,29.35
2010-07-30,0,30.79
2010-08-06,0,30.73
2010-08-13,24,30.91
2010-08-20,25,32.46
2010-08-27,26,30.58
2010-09-03,23,31.97
2010-09-10,30,34.19
2010-09-17,25,35.43
2010-09-24,20,36.22
2010-10-01,36,29.57
2010-10-08,24,26.98
2010-10-15,20,29.99
2010-10-22,49,31.29
2010-10-29,53,32.99
2010-11-05,47,34.63
2010-11-12,41,31.45
2010-11-19,54,30.26
2010-11-26,69,37.63
2010-12-03,75,36.28
2010-12-10,62,33.81
2010-12-17,76,31.84
2010-12-24,53,
2010-12-31,100,32.86
2011-01-07,88,35.92
2011-01-14,80,35.33
2011-01-21,43,34.47
2011-01-28,35,33.76
2011-02-04,42,39.61
2011-02-11,41,43.46
2011-02-18,45,41.81
2011-02-25,34,41.57
2011-03-04,48,41.75
2011-03-11,50,58.86
2011-03-18,54,60.71
2011-03-25,36,62.65
2011-04-01,41,64.77
2011-04-08,49,64.74
2011-04-15,38,65.63
2011-04-22,38,
2011-04-29,36,66.96
2011-05-06,42,75.88
2011-05-13,38,75.56
2011-05-20,26,76.65
2011-05-27,22,82.54
2011-06-03,25,79.30
2011-06-10,25,74.05
2011-06-17,31,80.10
2011-06-24,38,83.43
2011-07-01,33,90.35
2011-07-08,19,96.20
2011-07-15,31,90.06
2011-07-22,43,92.71
2011-07-29,33,103.95
2011-08-05,33,95.99
2011-08-12,25,103.58
2011-08-19,26,84.08
2011-08-26,28,97.91
2011-09-02,34,103.56
2011-09-09,33,106.41
2011-09-16,50,107.99
2011-09-23,48,104.26
2011-09-30,53,92.94
2011-10-07,21,92.06
2011-10-14,24,92.09
2011-10-21,31,67.85
2011-10-28,36,70.99
2011-11-04,35,70.67
2011-11-11,54,43.71
2011-11-18,47,50.45
2011-11-25,46,49.66
2011-12-02,68,56.32
2011-12-09,56,58.44
2011-12-16,66,45.26
2011-12-23,49,45.41
2011-12-30,89,44.85
2012-01-06,59,43.17
2012-01-13,46,46.97
2012-01-20,37,50.90
2012-01-27,34,52.50
2012-02-03,43,66.21
2012-02-10,27,62.85
2012-02-17,27,69.01
2012-02-24,41,66.18
2012-03-02,31,68.29
2012-03-09,43,52.59
2012-03-16,20,51.39
2012-03-23,44,53.51
2012-03-30,25,46.84
2012-04-06,23,
2012-04-13,23,43.59
2012-04-20,32,44.26
2012-04-27,28,47.90
2012-05-04,44,25.10
2012-05-11,24,25.16
2012-05-18,20,24.05
2012-05-25,19,25.31
2012-06-01,30,22.42
2012-06-08,21,23.13
2012-06-15,21,19.82
2012-06-22,34,20.31
2012-06-29,24,21.78
2012-07-06,37,24.50
2012-07-13,29,19.70
2012-07-20,32,17.57
2012-07-27,31,18.04
2012-08-03,23,21.63
2012-08-10,23,24.43
2012-08-17,23,24.95
2012-08-24,30,25.63
2012-08-31,25,24.31
2012-09-07,26,27.83
2012-09-14,36,31.09
2012-09-21,28,26.76
2012-09-28,24,23.74
2012-10-05,26,22.13
2012-10-12,51,22.00
2012-10-19,40,23.93
2012-10-26,63,24.36
2012-11-02,39,25.67
2012-11-09,40,23.81
2012-11-16,41,24.55
2012-11-23,51,28.13
2012-11-30,63,36.67
2012-12-07,49,37.85
2012-12-14,35,40.32
2012-12-21,31,41.11
2012-12-28,33,40.35
2013-01-04,56,42.08
2013-01-11,43,41.23
2013-01-18,41,40.60
2013-01-25,43,46.31
2013-02-01,28,46.92
2013-02-08,31,45.16
2013-02-15,30,44.39
2013-02-22,21,45.53
2013-03-01,19,48.91
2013-03-08,28,52.87
2013-03-15,33,54.22
2013-03-22,26,55.43
2013-03-29,28,
2013-04-05,17,53.23
2013-04-12,20,57.44
2013-04-19,27,55.01
2013-04-26,14,55.56
2013-05-03,20,58.08
2013-05-10,24,77.22
2013-05-17,21,79.61
2013-05-24,16,71.90
2013-05-31,12,73.13
2013-06-07,25,76.09
2013-06-14,19,78.38
2013-06-21,11,74.42
2013-06-28,16,75.22
2013-07-05,17,72.83
2013-07-12,12,68.88
2013-07-19,18,73.62
2013-07-26,18,75.33
2013-08-02,26,78.11
2013-08-09,21,78.17
2013-08-16,21,76.38
2013-08-23,27,85.61
2013-08-30,23,86.31
2013-09-06,26,82.14
2013-09-13,24,84.29
2013-09-20,21,84.16
2013-09-27,23,74.88
2013-10-04,17,75.71
2013-10-11,21,68.26
2013-10-18,26,64.41
2013-10-25,31,61.78
2013-11-01,21,62.68
2013-11-08,27,59.71
2013-11-15,27,63.02
2013-11-22,29,68.77
2013-11-29,30,67.38
2013-12-06,39,71.30
2013-12-13,37,72.66
2013-12-20,31,77.25
2013-12-27,30,74.83
2014-01-03,35,75.75
2014-01-10,40,80.76
2014-01-17,28,78.96
2014-01-24,28,78.68
2014-01-31,30,81.00
2014-02-07,75,107.75
2014-02-14,36,116.03
2014-02-21,33,123.04
2014-02-28,28,109.78
2014-03-07,29,106.00
2014-03-14,58,113.25
2014-03-21,47,112.00
2014-03-28,34,108.15
2014-04-04,43,102.99
2014-04-11,39,97.98
2014-04-18,37,
2014-04-25,35,93.27
2014-05-02,41,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
