Date,buy LB,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,19.19
2004-02-13,0,18.96
2004-02-20,0,19.75
2004-02-27,0,19.75
2004-03-05,0,19.44
2004-03-12,0,19.21
2004-03-19,0,19.42
2004-03-26,0,19.60
2004-04-02,0,20.24
2004-04-09,0,
2004-04-16,0,20.14
2004-04-23,0,21.07
2004-04-30,0,20.64
2004-05-07,0,20.00
2004-05-14,0,19.88
2004-05-21,0,19.30
2004-05-28,0,19.30
2004-06-04,0,19.17
2004-06-11,0,
2004-06-18,0,18.73
2004-06-25,0,18.77
2004-07-02,0,18.81
2004-07-09,0,19.72
2004-07-16,0,19.57
2004-07-23,0,19.56
2004-07-30,0,20.44
2004-08-06,0,19.08
2004-08-13,0,18.89
2004-08-20,0,19.99
2004-08-27,0,20.20
2004-09-03,0,20.79
2004-09-10,0,21.01
2004-09-17,0,21.81
2004-09-24,0,21.91
2004-10-01,0,21.83
2004-10-08,0,22.78
2004-10-15,0,23.04
2004-10-22,0,23.87
2004-10-29,0,24.78
2004-11-05,0,25.58
2004-11-12,0,27.28
2004-11-19,0,26.50
2004-11-26,0,25.78
2004-12-03,0,24.08
2004-12-10,0,23.36
2004-12-17,0,24.01
2004-12-24,0,
2004-12-31,0,23.02
2005-01-07,0,22.49
2005-01-14,0,22.55
2005-01-21,0,22.96
2005-01-28,0,23.23
2005-02-04,0,24.31
2005-02-11,0,24.25
2005-02-18,0,23.96
2005-02-25,0,23.43
2005-03-04,0,24.45
2005-03-11,0,25.07
2005-03-18,0,24.36
2005-03-25,0,
2005-04-01,0,24.11
2005-04-08,0,23.56
2005-04-15,0,22.52
2005-04-22,0,21.97
2005-04-29,0,21.69
2005-05-06,0,20.96
2005-05-13,0,20.43
2005-05-20,0,20.89
2005-05-27,0,20.45
2005-06-03,0,21.23
2005-06-10,0,21.60
2005-06-17,0,21.82
2005-06-24,0,21.21
2005-07-01,0,21.38
2005-07-08,0,22.88
2005-07-15,0,22.40
2005-07-22,0,23.70
2005-07-29,0,24.38
2005-08-05,0,24.26
2005-08-12,0,24.24
2005-08-19,0,22.15
2005-08-26,0,21.68
2005-09-02,0,20.79
2005-09-09,0,21.03
2005-09-16,0,20.34
2005-09-23,0,20.18
2005-09-30,0,20.43
2005-10-07,0,19.93
2005-10-14,0,19.65
2005-10-21,0,19.14
2005-10-28,0,19.32
2005-11-04,0,20.68
2005-11-11,0,21.35
2005-11-18,0,21.65
2005-11-25,0,22.47
2005-12-02,0,22.66
2005-12-09,0,22.85
2005-12-16,0,22.90
2005-12-23,0,22.41
2005-12-30,0,22.35
2006-01-06,0,22.84
2006-01-13,0,22.84
2006-01-20,0,22.38
2006-01-27,0,23.02
2006-02-03,0,23.16
2006-02-10,0,23.59
2006-02-17,0,23.55
2006-02-24,0,23.93
2006-03-03,0,23.23
2006-03-10,0,23.54
2006-03-17,0,24.23
2006-03-24,0,24.66
2006-03-31,0,24.46
2006-04-07,0,24.74
2006-04-14,0,
2006-04-21,0,24.80
2006-04-28,0,25.64
2006-05-05,0,26.65
2006-05-12,0,25.78
2006-05-19,0,27.87
2006-05-26,0,26.83
2006-06-02,0,27.31
2006-06-09,0,26.72
2006-06-16,0,25.80
2006-06-23,0,25.49
2006-06-30,0,25.59
2006-07-07,0,25.28
2006-07-14,0,23.93
2006-07-21,0,23.92
2006-07-28,0,25.01
2006-08-04,0,25.92
2006-08-11,0,25.79
2006-08-18,0,26.04
2006-08-25,0,24.78
2006-09-01,0,25.97
2006-09-08,0,25.80
2006-09-15,0,27.04
2006-09-22,0,27.06
2006-09-29,0,26.49
2006-10-06,0,27.87
2006-10-13,0,28.77
2006-10-20,0,28.59
2006-10-27,0,29.23
2006-11-03,0,29.70
2006-11-10,0,32.10
2006-11-17,0,30.80
2006-11-24,0,31.38
2006-12-01,0,30.58
2006-12-08,0,30.75
2006-12-15,0,30.45
2006-12-22,0,29.72
2006-12-29,0,28.94
2007-01-05,0,27.33
2007-01-12,0,28.62
2007-01-19,0,28.39
2007-01-26,0,27.62
2007-02-02,0,28.56
2007-02-09,0,28.50
2007-02-16,0,29.22
2007-02-23,0,29.51
2007-03-02,0,26.33
2007-03-09,0,26.08
2007-03-16,0,25.70
2007-03-23,0,26.73
2007-03-30,0,26.06
2007-04-06,0,
2007-04-13,0,25.80
2007-04-20,0,26.86
2007-04-27,0,28.45
2007-05-04,0,28.53
2007-05-11,0,27.67
2007-05-18,0,26.21
2007-05-25,0,26.25
2007-06-01,0,26.93
2007-06-08,0,26.40
2007-06-15,0,26.23
2007-06-22,0,27.50
2007-06-29,72,27.45
2007-07-06,0,28.99
2007-07-13,0,27.46
2007-07-20,0,26.99
2007-07-27,0,24.10
2007-08-03,0,22.81
2007-08-10,0,23.25
2007-08-17,0,22.06
2007-08-24,0,23.45
2007-08-31,74,23.16
2007-09-07,0,21.48
2007-09-14,0,22.98
2007-09-21,0,23.10
2007-09-28,0,22.89
2007-10-05,0,22.63
2007-10-12,0,22.09
2007-10-19,0,21.39
2007-10-26,0,21.73
2007-11-02,0,21.42
2007-11-09,0,18.66
2007-11-16,0,18.37
2007-11-23,0,18.79
2007-11-30,0,20.08
2007-12-07,0,20.81
2007-12-14,0,18.69
2007-12-21,0,18.36
2007-12-28,0,18.85
2008-01-04,0,16.51
2008-01-11,0,15.05
2008-01-18,0,15.93
2008-01-25,0,17.07
2008-02-01,54,19.33
2008-02-08,75,18.08
2008-02-15,63,17.55
2008-02-22,63,17.59
2008-02-29,0,15.25
2008-03-07,0,14.51
2008-03-14,0,16.01
2008-03-21,0,
2008-03-28,0,16.80
2008-04-04,0,18.18
2008-04-11,0,17.31
2008-04-18,0,18.32
2008-04-25,66,19.37
2008-05-02,0,18.66
2008-05-09,0,17.95
2008-05-16,0,19.20
2008-05-23,0,18.61
2008-05-30,0,19.38
2008-06-06,0,17.76
2008-06-13,75,18.67
2008-06-20,52,18.21
2008-06-27,52,16.81
2008-07-04,52,
2008-07-11,52,14.99
2008-07-18,52,16.38
2008-07-25,51,16.37
2008-08-01,51,16.11
2008-08-08,51,18.53
2008-08-15,51,18.70
2008-08-22,51,20.87
2008-08-29,56,20.80
2008-09-05,61,20.69
2008-09-12,51,20.71
2008-09-19,51,19.45
2008-09-26,71,18.78
2008-10-03,50,15.88
2008-10-10,45,12.76
2008-10-17,45,12.41
2008-10-24,36,10.51
2008-10-31,36,11.98
2008-11-07,50,10.31
2008-11-14,59,9.01
2008-11-21,69,7.65
2008-11-28,79,9.31
2008-12-05,54,9.34
2008-12-12,53,8.64
2008-12-19,53,9.39
2008-12-26,53,9.50
2009-01-02,42,10.73
2009-01-09,42,9.57
2009-01-16,55,8.77
2009-01-23,69,8.55
2009-01-30,77,7.92
2009-02-06,72,8.85
2009-02-13,43,8.14
2009-02-20,43,7.84
2009-02-27,57,7.69
2009-03-06,57,6.26
2009-03-13,39,8.23
2009-03-20,68,8.05
2009-03-27,59,9.12
2009-04-03,39,10.19
2009-04-10,56,
2009-04-17,52,10.82
2009-04-24,52,11.05
2009-05-01,53,11.10
2009-05-08,38,12.38
2009-05-15,44,11.01
2009-05-22,51,12.02
2009-05-29,41,12.51
2009-06-05,47,12.92
2009-06-12,57,12.81
2009-06-19,40,11.84
2009-06-26,50,11.70
2009-07-03,56,
2009-07-10,62,10.58
2009-07-17,38,11.67
2009-07-24,38,12.59
2009-07-31,38,12.94
2009-08-07,63,14.96
2009-08-14,69,14.18
2009-08-21,41,15.35
2009-08-28,33,15.08
2009-09-04,55,15.36
2009-09-11,42,15.43
2009-09-18,50,16.86
2009-09-25,54,17.06
2009-10-02,46,16.13
2009-10-09,52,18.26
2009-10-16,43,18.83
2009-10-23,48,19.22
2009-10-30,36,17.60
2009-11-06,41,18.18
2009-11-13,35,18.09
2009-11-20,70,17.25
2009-11-27,39,16.92
2009-12-04,78,18.32
2009-12-11,52,18.66
2009-12-18,38,18.90
2009-12-25,41,
2010-01-01,72,
2010-01-08,31,19.59
2010-01-15,55,19.39
2010-01-22,44,18.38
2010-01-29,45,19.02
2010-02-05,51,20.47
2010-02-12,43,20.48
2010-02-19,66,21.40
2010-02-26,29,22.11
2010-03-05,48,23.28
2010-03-12,47,23.74
2010-03-19,50,24.67
2010-03-26,37,25.54
2010-04-02,31,
2010-04-09,44,26.62
2010-04-16,29,27.07
2010-04-23,58,28.48
2010-04-30,38,26.80
2010-05-07,70,24.93
2010-05-14,49,25.45
2010-05-21,38,24.82
2010-05-28,52,24.86
2010-06-04,42,24.70
2010-06-11,49,25.08
2010-06-18,66,24.66
2010-06-25,41,23.09
2010-07-02,50,22.58
2010-07-09,55,24.42
2010-07-16,54,23.50
2010-07-23,44,25.62
2010-07-30,70,25.64
2010-08-06,44,26.13
2010-08-13,44,24.89
2010-08-20,49,25.56
2010-08-27,60,24.96
2010-09-03,51,26.21
2010-09-10,49,25.38
2010-09-17,38,26.77
2010-09-24,63,27.18
2010-10-01,53,26.82
2010-10-08,39,28.81
2010-10-15,44,29.26
2010-10-22,45,29.06
2010-10-29,36,29.39
2010-11-05,65,31.81
2010-11-12,56,31.64
2010-11-19,73,33.01
2010-11-26,79,33.75
2010-12-03,84,31.83
2010-12-10,54,31.54
2010-12-17,53,31.24
2010-12-24,71,
2010-12-31,45,30.73
2011-01-07,46,28.68
2011-01-14,54,29.11
2011-01-21,39,28.68
2011-01-28,49,28.92
2011-02-04,53,31.87
2011-02-11,63,33.03
2011-02-18,56,33.50
2011-02-25,33,32.32
2011-03-04,55,32.31
2011-03-11,52,31.64
2011-03-18,62,30.48
2011-03-25,57,32.28
2011-04-01,62,32.99
2011-04-08,54,37.17
2011-04-15,42,37.88
2011-04-22,61,
2011-04-29,58,41.16
2011-05-06,34,41.07
2011-05-13,54,41.84
2011-05-20,45,39.66
2011-05-27,58,39.55
2011-06-03,49,37.44
2011-06-10,45,35.62
2011-06-17,59,35.47
2011-06-24,47,37.17
2011-07-01,44,38.91
2011-07-08,34,40.62
2011-07-15,53,39.84
2011-07-22,47,40.18
2011-07-29,63,37.86
2011-08-05,50,34.74
2011-08-12,49,34.57
2011-08-19,39,33.17
2011-08-26,47,36.41
2011-09-02,52,35.85
2011-09-09,31,36.60
2011-09-16,55,40.28
2011-09-23,52,40.37
2011-09-30,38,38.51
2011-10-07,46,40.43
2011-10-14,46,42.66
2011-10-21,53,42.71
2011-10-28,39,43.89
2011-11-04,52,42.63
2011-11-11,59,43.94
2011-11-18,59,40.86
2011-11-25,100,38.33
2011-12-02,46,42.61
2011-12-09,71,40.83
2011-12-16,66,38.40
2011-12-23,64,40.25
2011-12-30,51,40.35
2012-01-06,46,38.87
2012-01-13,71,40.49
2012-01-20,51,41.22
2012-01-27,59,41.46
2012-02-03,52,44.26
2012-02-10,61,44.96
2012-02-17,49,46.50
2012-02-24,52,46.26
2012-03-02,54,46.23
2012-03-09,51,46.74
2012-03-16,55,46.93
2012-03-23,47,48.55
2012-03-30,57,48.00
2012-04-06,59,
2012-04-13,51,47.67
2012-04-20,59,49.26
2012-04-27,46,50.96
2012-05-04,45,50.27
2012-05-11,38,48.42
2012-05-18,49,45.11
2012-05-25,26,46.41
2012-06-01,48,42.89
2012-06-08,60,42.80
2012-06-15,52,42.65
2012-06-22,51,41.72
2012-06-29,59,42.53
2012-07-06,47,45.82
2012-07-13,45,46.05
2012-07-20,64,46.31
2012-07-27,52,47.12
2012-08-03,52,49.14
2012-08-10,57,49.29
2012-08-17,49,49.51
2012-08-24,59,48.83
2012-08-31,58,48.60
2012-09-07,36,48.51
2012-09-14,54,50.31
2012-09-21,52,51.74
2012-09-28,67,49.26
2012-10-05,57,50.56
2012-10-12,59,48.26
2012-10-19,41,48.60
2012-10-26,59,47.60
2012-11-02,42,48.04
2012-11-09,60,46.48
2012-11-16,75,46.20
2012-11-23,81,48.74
2012-11-30,51,52.15
2012-12-07,72,51.18
2012-12-14,79,50.42
2012-12-21,74,47.24
2012-12-28,58,45.90
2013-01-04,65,44.88
2013-01-11,73,44.38
2013-01-18,47,46.91
2013-01-25,52,48.28
2013-02-01,55,47.25
2013-02-08,55,45.81
2013-02-15,46,44.06
2013-02-22,51,43.48
2013-03-01,53,45.02
2013-03-08,64,45.29
2013-03-15,54,45.21
2013-03-22,69,44.06
2013-03-29,59,
2013-04-05,65,46.20
2013-04-12,58,50.43
2013-04-19,67,48.42
2013-04-26,57,50.49
2013-05-03,69,51.17
2013-05-10,61,51.64
2013-05-17,42,50.29
2013-05-24,44,49.79
2013-05-31,54,50.01
2013-06-07,45,50.88
2013-06-14,49,50.79
2013-06-21,50,51.51
2013-06-28,66,49.25
2013-07-05,49,49.67
2013-07-12,72,51.82
2013-07-19,55,52.49
2013-07-26,72,53.68
2013-08-02,75,58.40
2013-08-09,55,61.27
2013-08-16,75,59.08
2013-08-23,63,59.21
2013-08-30,44,57.36
2013-09-06,43,56.45
2013-09-13,49,58.57
2013-09-20,69,59.99
2013-09-27,57,61.11
2013-10-04,47,62.08
2013-10-11,48,56.31
2013-10-18,59,59.23
2013-10-25,57,61.54
2013-11-01,47,62.56
2013-11-08,63,62.93
2013-11-15,63,64.66
2013-11-22,79,63.94
2013-11-29,91,64.99
2013-12-06,68,63.34
2013-12-13,52,61.17
2013-12-20,63,61.04
2013-12-27,56,60.87
2014-01-03,64,61.48
2014-01-10,65,57.86
2014-01-17,51,55.17
2014-01-24,58,52.64
2014-01-31,49,52.36
2014-02-07,57,54.58
2014-02-14,67,55.03
2014-02-21,58,53.53
2014-02-28,40,56.33
2014-03-07,63,57.37
2014-03-14,62,56.93
2014-03-21,60,58.63
2014-03-28,53,56.55
2014-04-04,58,58.21
2014-04-11,53,54.05
2014-04-18,66,
2014-04-25,52,53.84
2014-05-02,35,
2014-05-09, ,
2014-05-16, ,
2014-05-23, ,
2014-05-30, ,
