Date,GNW,Price
2004-01-09,0,
2004-01-16,0,
2004-01-23,0,
2004-01-30,0,
2004-02-06,0,
2004-02-13,0,
2004-02-20,0,
2004-02-27,0,
2004-03-05,0,
2004-03-12,0,
2004-03-19,0,
2004-03-26,0,
2004-04-02,0,
2004-04-09,0,
2004-04-16,0,
2004-04-23,0,
2004-04-30,0,
2004-05-07,0,
2004-05-14,0,
2004-05-21,0,
2004-05-28,0,19.50
2004-06-04,0,19.95
2004-06-11,0,
2004-06-18,0,21.70
2004-06-25,0,22.20
2004-07-02,0,22.30
2004-07-09,0,21.89
2004-07-16,0,22.48
2004-07-23,0,23.05
2004-07-30,0,22.74
2004-08-06,0,21.44
2004-08-13,0,21.07
2004-08-20,0,21.80
2004-08-27,0,22.04
2004-09-03,0,22.48
2004-09-10,0,22.88
2004-09-17,0,23.13
2004-09-24,0,22.80
2004-10-01,0,23.99
2004-10-08,0,24.88
2004-10-15,0,23.98
2004-10-22,0,23.75
2004-10-29,0,23.86
2004-11-05,0,25.62
2004-11-12,0,25.90
2004-11-19,0,25.18
2004-11-26,0,26.21
2004-12-03,0,26.40
2004-12-10,0,26.16
2004-12-17,0,26.20
2004-12-24,0,
2004-12-31,0,27.00
2005-01-07,0,26.05
2005-01-14,0,25.72
2005-01-21,0,26.58
2005-01-28,0,26.40
2005-02-04,0,26.88
2005-02-11,0,27.20
2005-02-18,0,28.21
2005-02-25,0,28.46
2005-03-04,0,28.75
2005-03-11,0,29.13
2005-03-18,0,29.01
2005-03-25,0,
2005-04-01,0,27.61
2005-04-08,0,27.50
2005-04-15,0,27.91
2005-04-22,0,27.15
2005-04-29,0,27.95
2005-05-06,0,28.25
2005-05-13,0,27.32
2005-05-20,0,27.68
2005-05-27,0,28.57
2005-06-03,0,28.65
2005-06-10,0,29.55
2005-06-17,0,30.71
2005-06-24,0,30.35
2005-07-01,0,30.16
2005-07-08,0,32.25
2005-07-15,0,32.22
2005-07-22,0,32.26
2005-07-29,0,31.36
2005-08-05,0,30.67
2005-08-12,0,31.29
2005-08-19,0,31.18
2005-08-26,0,31.23
2005-09-02,0,32.90
2005-09-09,0,32.00
2005-09-16,0,31.15
2005-09-23,0,30.50
2005-09-30,0,32.24
2005-10-07,0,30.88
2005-10-14,0,31.11
2005-10-21,0,31.06
2005-10-28,0,30.82
2005-11-04,0,32.43
2005-11-11,0,32.20
2005-11-18,0,32.92
2005-11-25,0,33.87
2005-12-02,0,34.80
2005-12-09,0,33.77
2005-12-16,0,34.98
2005-12-23,0,34.94
2005-12-30,0,34.58
2006-01-06,0,34.34
2006-01-13,0,35.00
2006-01-20,0,32.80
2006-01-27,0,33.08
2006-02-03,0,32.77
2006-02-10,0,32.88
2006-02-17,0,32.81
2006-02-24,0,32.64
2006-03-03,0,33.20
2006-03-10,0,33.65
2006-03-17,0,34.29
2006-03-24,0,33.57
2006-03-31,0,33.43
2006-04-07,0,33.44
2006-04-14,0,
2006-04-21,0,33.73
2006-04-28,0,33.20
2006-05-05,0,33.08
2006-05-12,0,32.65
2006-05-19,0,32.56
2006-05-26,0,33.15
2006-06-02,0,33.81
2006-06-09,0,33.39
2006-06-16,0,32.79
2006-06-23,0,33.37
2006-06-30,0,34.84
2006-07-07,0,35.00
2006-07-14,0,33.55
2006-07-21,0,33.64
2006-07-28,0,33.54
2006-08-04,0,34.34
2006-08-11,0,33.69
2006-08-18,0,34.33
2006-08-25,0,33.85
2006-09-01,0,34.63
2006-09-08,0,35.76
2006-09-15,0,35.26
2006-09-22,0,34.90
2006-09-29,0,35.01
2006-10-06,0,34.88
2006-10-13,0,35.31
2006-10-20,0,35.22
2006-10-27,0,33.69
2006-11-03,0,32.82
2006-11-10,0,32.47
2006-11-17,0,33.33
2006-11-24,0,33.22
2006-12-01,0,32.36
2006-12-08,0,32.96
2006-12-15,0,33.86
2006-12-22,0,34.07
2006-12-29,0,34.21
2007-01-05,0,33.79
2007-01-12,0,34.97
2007-01-19,0,34.31
2007-01-26,0,33.99
2007-02-02,0,35.55
2007-02-09,0,36.12
2007-02-16,0,36.30
2007-02-23,0,36.19
2007-03-02,0,35.04
2007-03-09,0,35.21
2007-03-16,0,34.17
2007-03-23,0,35.12
2007-03-30,0,34.94
2007-04-06,0,
2007-04-13,0,35.03
2007-04-20,0,35.58
2007-04-27,0,35.82
2007-05-04,16,35.51
2007-05-11,0,35.54
2007-05-18,0,36.36
2007-05-25,0,35.90
2007-06-01,0,36.25
2007-06-08,0,36.02
2007-06-15,13,35.96
2007-06-22,0,35.12
2007-06-29,0,34.40
2007-07-06,0,34.89
2007-07-13,0,34.33
2007-07-20,0,32.24
2007-07-27,15,31.14
2007-08-03,0,28.26
2007-08-10,0,28.14
2007-08-17,0,30.15
2007-08-24,0,30.11
2007-08-31,0,28.98
2007-09-07,0,28.74
2007-09-14,0,29.85
2007-09-21,0,30.78
2007-09-28,0,30.73
2007-10-05,0,31.77
2007-10-12,11,30.44
2007-10-19,10,27.75
2007-10-26,10,27.80
2007-11-02,10,25.53
2007-11-09,10,25.39
2007-11-16,13,25.56
2007-11-23,11,24.60
2007-11-30,11,26.24
2007-12-07,0,27.60
2007-12-14,0,24.59
2007-12-21,0,25.13
2007-12-28,0,25.31
2008-01-04,0,24.40
2008-01-11,0,24.18
2008-01-18,0,21.86
2008-01-25,0,21.77
2008-02-01,9,24.45
2008-02-08,10,23.02
2008-02-15,10,22.92
2008-02-22,10,23.11
2008-02-29,10,23.18
2008-03-07,11,21.92
2008-03-14,9,21.09
2008-03-21,15,
2008-03-28,9,22.34
2008-04-04,9,24.06
2008-04-11,9,22.87
2008-04-18,9,24.30
2008-04-25,12,22.33
2008-05-02,11,23.74
2008-05-09,11,22.54
2008-05-16,11,23.33
2008-05-23,11,22.30
2008-05-30,13,22.10
2008-06-06,15,20.87
2008-06-13,17,20.69
2008-06-20,9,19.00
2008-06-27,9,17.99
2008-07-04,10,
2008-07-11,14,16.39
2008-07-18,16,16.23
2008-07-25,10,16.47
2008-08-01,14,16.31
2008-08-08,11,15.76
2008-08-15,11,16.04
2008-08-22,12,15.42
2008-08-29,13,16.05
2008-09-05,11,16.08
2008-09-12,18,15.11
2008-09-19,26,15.25
2008-09-26,21,8.14
2008-10-03,34,7.60
2008-10-10,26,3.50
2008-10-17,30,5.40
2008-10-24,27,5.14
2008-10-31,28,4.84
2008-11-07,36,2.67
2008-11-14,100,1.47
2008-11-21,79,0.90
2008-11-28,58,1.45
2008-12-05,56,1.58
2008-12-12,85,2.50
2008-12-19,90,3.39
2008-12-26,56,2.84
2009-01-02,35,2.86
2009-01-09,58,2.96
2009-01-16,58,2.38
2009-01-23,36,2.44
2009-01-30,37,2.32
2009-02-06,35,2.32
2009-02-13,54,2.33
2009-02-20,40,1.47
2009-02-27,53,1.21
2009-03-06,56,0.84
2009-03-13,66,1.51
2009-03-20,54,1.78
2009-03-27,48,2.07
2009-04-03,45,2.02
2009-04-10,48,
2009-04-17,51,2.30
2009-04-24,45,2.15
2009-05-01,39,2.44
2009-05-08,78,5.28
2009-05-15,71,4.67
2009-05-22,66,4.90
2009-05-29,50,5.92
2009-06-05,55,6.67
2009-06-12,44,6.73
2009-06-19,45,6.80
2009-06-26,33,6.82
2009-07-03,39,
2009-07-10,48,5.35
2009-07-17,52,6.24
2009-07-24,49,6.89
2009-07-31,38,6.90
2009-08-07,48,8.71
2009-08-14,41,8.28
2009-08-21,42,8.41
2009-08-28,39,9.94
2009-09-04,45,9.18
2009-09-11,39,11.16
2009-09-18,53,13.04
2009-09-25,35,11.87
2009-10-02,31,11.32
2009-10-09,35,11.86
2009-10-16,37,11.23
2009-10-23,31,10.40
2009-10-30,48,10.62
2009-11-06,31,10.61
2009-11-13,31,11.27
2009-11-20,28,11.01
2009-11-27,31,10.68
2009-12-04,28,11.59
2009-12-11,13,10.78
2009-12-18,17,11.26
2009-12-25,20,
2010-01-01,15,
2010-01-08,20,13.10
2010-01-15,21,13.39
2010-01-22,19,12.41
2010-01-29,25,13.84
2010-02-05,22,13.85
2010-02-12,26,14.58
2010-02-19,25,15.35
2010-02-26,29,15.94
2010-03-05,24,16.39
2010-03-12,24,16.36
2010-03-19,31,15.78
2010-03-26,23,17.53
2010-04-02,16,
2010-04-09,17,18.31
2010-04-16,21,18.10
2010-04-23,20,18.96
2010-04-30,19,16.52
2010-05-07,24,14.53
2010-05-14,25,15.59
2010-05-21,21,14.51
2010-05-28,23,15.59
2010-06-04,20,14.68
2010-06-11,20,15.36
2010-06-18,25,15.28
2010-06-25,30,14.01
2010-07-02,22,12.66
2010-07-09,21,14.59
2010-07-16,11,13.46
2010-07-23,20,15.26
2010-07-30,28,13.58
2010-08-06,15,13.05
2010-08-13,23,11.90
2010-08-20,21,11.36
2010-08-27,24,11.14
2010-09-03,17,12.03
2010-09-10,23,12.11
2010-09-17,20,12.41
2010-09-24,21,12.49
2010-10-01,15,12.28
2010-10-08,13,12.82
2010-10-15,16,13.12
2010-10-22,16,13.38
2010-10-29,19,11.33
2010-11-05,23,12.43
2010-11-12,20,11.56
2010-11-19,18,11.58
2010-11-26,13,11.60
2010-12-03,15,12.55
2010-12-10,13,13.05
2010-12-17,12,12.84
2010-12-24,13,
2010-12-31,13,13.14
2011-01-07,13,14.12
2011-01-14,10,14.31
2011-01-21,9,13.61
2011-01-28,11,13.85
2011-02-04,13,12.91
2011-02-11,16,13.59
2011-02-18,14,13.99
2011-02-25,13,13.30
2011-03-04,14,12.87
2011-03-11,15,13.00
2011-03-18,12,12.76
2011-03-25,13,13.07
2011-04-01,12,13.54
2011-04-08,12,12.99
2011-04-15,10,12.26
2011-04-22,9,
2011-04-29,9,12.19
2011-05-06,12,11.47
2011-05-13,12,11.22
2011-05-20,12,11.12
2011-05-27,9,11.09
2011-06-03,9,10.73
2011-06-10,11,10.10
2011-06-17,12,10.20
2011-06-24,9,9.95
2011-07-01,11,10.56
2011-07-08,8,10.48
2011-07-15,14,9.81
2011-07-22,18,8.93
2011-07-29,13,8.32
2011-08-05,17,6.78
2011-08-12,21,6.40
2011-08-19,13,6.25
2011-08-26,13,6.51
2011-09-02,14,6.39
2011-09-09,8,5.82
2011-09-16,13,6.16
2011-09-23,11,5.09
2011-09-30,11,5.74
2011-10-07,10,5.13
2011-10-14,10,5.87
2011-10-21,7,6.00
2011-10-28,10,6.85
2011-11-04,12,7.19
2011-11-11,15,6.95
2011-11-18,7,6.09
2011-11-25,8,5.39
2011-12-02,5,6.47
2011-12-09,11,6.75
2011-12-16,8,6.26
2011-12-23,9,6.46
2011-12-30,8,6.55
2012-01-06,8,6.77
2012-01-13,9,7.51
2012-01-20,8,8.24
2012-01-27,8,7.83
2012-02-03,12,9.17
2012-02-10,7,8.74
2012-02-17,11,9.22
2012-02-24,9,9.14
2012-03-02,10,8.96
2012-03-09,9,8.90
2012-03-16,10,9.15
2012-03-23,9,8.71
2012-03-30,12,8.32
2012-04-06,5,
2012-04-13,8,7.65
2012-04-20,14,6.06
2012-04-27,14,5.99
2012-05-04,17,5.80
2012-05-11,13,5.85
2012-05-18,9,4.88
2012-05-25,12,5.19
2012-06-01,9,5.13
2012-06-08,8,5.38
2012-06-15,9,5.37
2012-06-22,10,5.17
2012-06-29,8,5.66
2012-07-06,9,5.56
2012-07-13,9,5.32
2012-07-20,10,4.79
2012-07-27,12,5.07
2012-08-03,17,4.32
2012-08-10,12,4.84
2012-08-17,12,5.25
2012-08-24,17,5.41
2012-08-31,10,5.29
2012-09-07,10,5.65
2012-09-14,15,6.12
2012-09-21,13,5.66
2012-09-28,13,5.23
2012-10-05,10,5.39
2012-10-12,11,5.47
2012-10-19,10,5.63
2012-10-26,13,5.48
2012-11-02,10,6.06
2012-11-09,11,5.61
2012-11-16,11,5.38
2012-11-23,6,5.65
2012-11-30,7,5.95
2012-12-07,12,6.61
2012-12-14,9,6.96
2012-12-21,10,7.05
2012-12-28,12,7.22
2013-01-04,15,8.28
2013-01-11,11,8.11
2013-01-18,17,9.15
2013-01-25,12,9.45
2013-02-01,11,9.30
2013-02-08,11,8.80
2013-02-15,11,9.06
2013-02-22,11,8.82
2013-03-01,11,8.52
2013-03-08,15,9.84
2013-03-15,15,10.49
2013-03-22,11,10.14
2013-03-29,16,
2013-04-05,9,9.46
2013-04-12,11,9.90
2013-04-19,8,9.37
2013-04-26,10,9.87
2013-05-03,12,10.47
2013-05-10,10,10.44
2013-05-17,12,10.74
2013-05-24,12,10.35
2013-05-31,10,10.81
2013-06-07,12,10.92
2013-06-14,9,11.00
2013-06-21,11,10.98
2013-06-28,11,11.41
2013-07-05,9,12.32
2013-07-12,13,12.74
2013-07-19,10,13.17
2013-07-26,14,13.27
2013-08-02,15,13.29
2013-08-09,10,12.78
2013-08-16,9,12.59
2013-08-23,8,12.28
2013-08-30,11,11.80
2013-09-06,10,12.13
2013-09-13,10,12.23
2013-09-20,9,12.15
2013-09-27,9,12.93
2013-10-04,10,12.89
2013-10-11,11,13.13
2013-10-18,10,13.89
2013-10-25,8,14.25
2013-11-01,12,14.46
2013-11-08,13,14.33
2013-11-15,12,14.54
2013-11-22,9,15.28
2013-11-29,9,15.11
2013-12-06,10,15.20
2013-12-13,8,14.96
2013-12-20,9,15.40
2013-12-27,8,15.51
2014-01-03,9,15.39
2014-01-10,11,16.66
2014-01-17,11,16.09
2014-01-24,9,15.03
2014-01-31,9,14.75
2014-02-07,15,15.50
2014-02-14,9,15.56
2014-02-21,9,15.21
2014-02-28,10,15.54
2014-03-07,9,16.95
2014-03-14,9,16.62
2014-03-21,10,18.00
2014-03-28,7,17.22
2014-04-04,8,17.82
2014-04-11,8,16.00
2014-04-18,10,
2014-04-25,7,17.34
2014-05-02,12,
